Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
DC,US,3/22/20,0,0,0,38.90417773,-77.01655992
FL,US,3/22/20,0,0,0,30.40666734,-85.19394153
FL,US,3/22/20,0,0,0,27.18677893,-81.80941373
FL,US,3/22/20,0,0,0,29.60631086,-83.15724673
FL,US,3/22/20,0,0,0,29.83791238,-84.82731662
FL,US,3/22/20,0,0,0,29.72856978,-82.79880657
FL,US,3/22/20,0,0,0,26.95635849,-81.18996211
FL,US,3/22/20,0,0,0,29.93543004,-85.24270990000002
FL,US,3/22/20,0,0,0,30.49673973,-82.94998918
FL,US,3/22/20,0,0,0,27.49293939,-81.80956574
FL,US,3/22/20,0,0,0,26.55386945,-81.16469006
FL,US,3/22/20,0,0,0,30.86747479,-85.81319222
FL,US,3/22/20,0,0,0,30.43669112,-83.89442308
FL,US,3/22/20,0,0,0,29.98484137,-83.18166636
FL,US,3/22/20,0,0,0,29.31829741,-82.74007147
FL,US,3/22/20,0,0,0,30.23766008,-84.8829258
FL,US,3/22/20,0,0,0,30.44396917,-83.47398594
FL,US,3/22/20,0,0,0,27.386336199999995,-80.88944347
FL,US,3/22/20,0,0,0,30.19746066,-82.99099670000003
FL,US,3/22/20,0,0,0,30.04848048,-83.60445406
FL,US,3/22/20,0,0,0,30.04412971,-82.37497443
FL,US,3/22/20,0,0,0,30.16548905,-84.39895211
FL,US,3/22/20,0,0,0,30.61359259,-85.66002461
GA,US,3/22/20,0,0,0,31.74847232,-82.28909114
GA,US,3/22/20,0,0,0,31.29633502,-82.87545866
GA,US,3/22/20,0,0,0,31.55456473,-82.45936528
GA,US,3/22/20,0,0,0,31.32669878,-84.44218806
GA,US,3/22/20,0,0,0,34.35607081,-83.49644388
GA,US,3/22/20,0,0,0,31.76095874,-83.22145359
GA,US,3/22/20,0,0,0,31.27590016,-83.22529920000002
GA,US,3/22/20,0,0,0,32.43829035,-83.33035166
GA,US,3/22/20,0,0,0,31.19576557,-81.97743999
GA,US,3/22/20,0,0,0,30.83922642,-83.58303423
GA,US,3/22/20,0,0,0,32.00979311,-81.44002948
GA,US,3/22/20,0,0,0,32.39577406,-81.74811421
GA,US,3/22/20,0,0,0,33.05917989,-81.99928721
GA,US,3/22/20,0,0,0,31.53169785,-84.62725131
GA,US,3/22/20,0,0,0,30.92951916,-81.66601818
GA,US,3/22/20,0,0,0,32.40209349,-82.07702563
GA,US,3/22/20,0,0,0,34.89872298,-85.13757014
GA,US,3/22/20,0,0,0,32.34341231,-84.78809239
GA,US,3/22/20,0,0,0,31.62221166,-84.97713865
GA,US,3/22/20,0,0,0,31.54892966,-82.85492059999999
GA,US,3/22/20,0,0,0,31.18810588,-83.7677946
GA,US,3/22/20,0,0,0,31.16068491,-83.42947229
GA,US,3/22/20,0,0,0,32.71391813,-83.98061238
GA,US,3/22/20,0,0,0,31.92289565,-83.76811843
GA,US,3/22/20,0,0,0,34.854916700000004,-85.50490424
GA,US,3/22/20,0,0,0,30.87967778,-84.57619536
GA,US,3/22/20,0,0,0,32.17265114,-83.16948926
GA,US,3/22/20,0,0,0,32.15630737,-83.79746561
GA,US,3/22/20,0,0,0,30.71101099,-82.89687287
GA,US,3/22/20,0,0,0,34.11302332,-82.83936148
GA,US,3/22/20,0,0,0,32.59221302,-82.30239915
GA,US,3/22/20,0,0,0,32.15328841,-81.8870105
GA,US,3/22/20,0,0,0,34.86430205,-84.316964
GA,US,3/22/20,0,0,0,34.37525597,-83.23159927
GA,US,3/22/20,0,0,0,34.69316688,-84.45802506
GA,US,3/22/20,0,0,0,33.22879932,-82.61297636
GA,US,3/22/20,0,0,0,30.87454847,-84.23418364
GA,US,3/22/20,0,0,0,33.5769205,-83.17139104
GA,US,3/22/20,0,0,0,34.63331566,-83.53094677
GA,US,3/22/20,0,0,0,33.2721566,-82.99766919
GA,US,3/22/20,0,0,0,33.79602175,-85.21005667
GA,US,3/22/20,0,0,0,32.73709786,-84.90538572
GA,US,3/22/20,0,0,0,34.34626973,-82.96567682
GA,US,3/22/20,0,0,0,31.60213036,-83.27501387
GA,US,3/22/20,0,0,0,34.13794553,-83.56814788
GA,US,3/22/20,0,0,0,33.31535543,-83.68844964
GA,US,3/22/20,0,0,0,31.80405727,-82.63724870000001
GA,US,3/22/20,0,0,0,33.05867328,-82.41609057
GA,US,3/22/20,0,0,0,32.79248718,-81.96040187
GA,US,3/22/20,0,0,0,32.70211082,-82.66166794
GA,US,3/22/20,0,0,0,33.02512137,-83.56019163
GA,US,3/22/20,0,0,0,31.03828570000001,-83.06472457
GA,US,3/22/20,0,0,0,31.82588896,-81.49251135
GA,US,3/22/20,0,0,0,31.75218791,-81.74952375
GA,US,3/22/20,0,0,0,32.35207048,-84.04234127
GA,US,3/22/20,0,0,0,34.12920917,-83.21218732
GA,US,3/22/20,0,0,0,32.3483402,-84.52733571
GA,US,3/22/20,0,0,0,33.47851918,-82.48252774
GA,US,3/22/20,0,0,0,31.49683595,-81.40163426
GA,US,3/22/20,0,0,0,33.04163534,-84.68859732
GA,US,3/22/20,0,0,0,31.22483255,-84.19381821
GA,US,3/22/20,0,0,0,32.17201038,-82.53527476
GA,US,3/22/20,0,0,0,33.59232073,-83.49129491
GA,US,3/22/20,0,0,0,34.78897608,-84.74993177
GA,US,3/22/20,0,0,0,33.878629600000004,-83.08278123
GA,US,3/22/20,0,0,0,31.35928155,-82.21598442
GA,US,3/22/20,0,0,0,33.09310242,-84.38790389
GA,US,3/22/20,0,0,0,32.23334561,-83.47549959999998
GA,US,3/22/20,0,0,0,33.32056115,-83.37552891
GA,US,3/22/20,0,0,0,31.86728114,-85.01773177
GA,US,3/22/20,0,0,0,34.88389445,-83.40304637
GA,US,3/22/20,0,0,0,32.2654021,-84.31258912
GA,US,3/22/20,0,0,0,32.74976524,-81.60779441
GA,US,3/22/20,0,0,0,30.93464824,-84.86823924
GA,US,3/22/20,0,0,0,34.55151201,-83.29405315
GA,US,3/22/20,0,0,0,32.07996777,-84.83208037
GA,US,3/22/20,0,0,0,32.69642758,-84.53351366
GA,US,3/22/20,0,0,0,33.56543317,-82.88136816
GA,US,3/22/20,0,0,0,32.04785085,-82.05539188
GA,US,3/22/20,0,0,0,32.55792548,-84.25077141
GA,US,3/22/20,0,0,0,31.92829517,-82.93491155
GA,US,3/22/20,0,0,0,30.86392347,-83.91847289
GA,US,3/22/20,0,0,0,32.12059861,-82.32957247
GA,US,3/22/20,0,0,0,34.91369188,-83.74107459999998
GA,US,3/22/20,0,0,0,32.40422134,-82.56904553
GA,US,3/22/20,0,0,0,34.82995757,-83.98967069
GA,US,3/22/20,0,0,0,32.87920671,-84.30024826
GA,US,3/22/20,0,0,0,34.73376362,-85.30165174
GA,US,3/22/20,0,0,0,33.78017694,-83.73552314
GA,US,3/22/20,0,0,0,31.05449097,-82.42224148
GA,US,3/22/20,0,0,0,33.41146451,-82.67795848
GA,US,3/22/20,0,0,0,32.96711864,-82.79357039
GA,US,3/22/20,0,0,0,31.5521809,-81.91894878
GA,US,3/22/20,0,0,0,32.04066113,-84.54742852
GA,US,3/22/20,0,0,0,32.12009104,-82.72574721
GA,US,3/22/20,0,0,0,34.64624278,-83.74905525
GA,US,3/22/20,0,0,0,31.97496928,-83.43438555
GA,US,3/22/20,0,0,0,33.78290391,-82.74286107
GA,US,3/22/20,0,0,0,32.80291082,-83.17140684
HI,US,3/22/20,0,0,0,19.60121157,-155.5210167
HI,US,3/22/20,0,0,0,21.17882515,-156.9583592
ID,US,3/22/20,0,0,0,44.89333571,-116.4545247
ID,US,3/22/20,0,0,0,42.67002716,-112.2233311
ID,US,3/22/20,0,0,0,42.28269683,-111.32892379999998
ID,US,3/22/20,0,0,0,47.21754179,-116.6586851
ID,US,3/22/20,0,0,0,43.98829931,-115.7309284
ID,US,3/22/20,0,0,0,48.29996017,-116.6017932
ID,US,3/22/20,0,0,0,43.38713372,-111.6161537
ID,US,3/22/20,0,0,0,48.76684761,-116.4630179
ID,US,3/22/20,0,0,0,43.72592209,-113.1735463
ID,US,3/22/20,0,0,0,43.46665742,-114.8065892
ID,US,3/22/20,0,0,0,42.77149116,-111.5597683
ID,US,3/22/20,0,0,0,42.28347888,-113.6012409
ID,US,3/22/20,0,0,0,44.28496071,-112.35057040000001
ID,US,3/22/20,0,0,0,46.67459924,-115.6622393
ID,US,3/22/20,0,0,0,44.24186819,-114.2855494
ID,US,3/22/20,0,0,0,43.3507101,-115.4701578
ID,US,3/22/20,0,0,0,42.18332217,-111.81496659999999
ID,US,3/22/20,0,0,0,44.22800938,-111.48099429999999
ID,US,3/22/20,0,0,0,44.06482372,-116.398376
ID,US,3/22/20,0,0,0,42.96927962,-114.81083059999999
ID,US,3/22/20,0,0,0,45.84721541,-115.4634436
ID,US,3/22/20,0,0,0,43.82078483,-112.3131749
ID,US,3/22/20,0,0,0,42.68891267,-114.2655033
ID,US,3/22/20,0,0,0,46.81587887,-116.71136979999999
ID,US,3/22/20,0,0,0,44.9438088,-113.9309747
ID,US,3/22/20,0,0,0,46.23315327,-116.434146
ID,US,3/22/20,0,0,0,43.0012336,-114.1358773
ID,US,3/22/20,0,0,0,42.85518524,-113.6357257
ID,US,3/22/20,0,0,0,46.32638236,-116.75009750000001
ID,US,3/22/20,0,0,0,42.19494279999999,-112.5407838
ID,US,3/22/20,0,0,0,42.58016894,-116.16938710000001
ID,US,3/22/20,0,0,0,44.00545243,-116.7647695
ID,US,3/22/20,0,0,0,42.69254894,-112.83957420000002
ID,US,3/22/20,0,0,0,47.35364087,-115.89167490000001
ID,US,3/22/20,0,0,0,44.76728382,-115.5676773
ID,US,3/22/20,0,0,0,44.45275475,-116.78476880000001
IL,US,3/22/20,0,0,0,37.18049267,-89.32910838
IL,US,3/22/20,0,0,0,38.88829622,-89.43534887
IL,US,3/22/20,0,0,0,42.32359279,-88.82345779
IL,US,3/22/20,0,0,0,39.96209138,-90.75068024
IL,US,3/22/20,0,0,0,41.40385234,-89.5283051
IL,US,3/22/20,0,0,0,39.16840183,-90.66330078
IL,US,3/22/20,0,0,0,42.06823429,-89.93395545
IL,US,3/22/20,0,0,0,39.96991073,-90.24734436
IL,US,3/22/20,0,0,0,39.33425789,-87.78705622
IL,US,3/22/20,0,0,0,38.75388572,-88.48914513
IL,US,3/22/20,0,0,0,39.51949084,-88.22358557
IL,US,3/22/20,0,0,0,39.0032229,-87.75954624
IL,US,3/22/20,0,0,0,40.17514519,-88.90959682
IL,US,3/22/20,0,0,0,39.76768052,-88.21854195
IL,US,3/22/20,0,0,0,39.6809186,-87.74759563
IL,US,3/22/20,0,0,0,38.41353228,-88.05720863
IL,US,3/22/20,0,0,0,39.05935711,-88.58969584
IL,US,3/22/20,0,0,0,39.00072038,-89.02452658
IL,US,3/22/20,0,0,0,40.59706922,-88.22350769
IL,US,3/22/20,0,0,0,37.99189086,-88.92567818
IL,US,3/22/20,0,0,0,40.47289135,-90.20862357
IL,US,3/22/20,0,0,0,37.76430935,-88.22953869
IL,US,3/22/20,0,0,0,39.35907414,-90.388865
IL,US,3/22/20,0,0,0,41.28569601,-88.41905692
IL,US,3/22/20,0,0,0,38.08163641,-88.53883373
IL,US,3/22/20,0,0,0,40.40423981,-91.16313899
IL,US,3/22/20,0,0,0,37.51810645,-88.26873022
IL,US,3/22/20,0,0,0,40.81908672,-90.92491462
IL,US,3/22/20,0,0,0,41.3533994,-90.13296166
IL,US,3/22/20,0,0,0,40.74717633,-87.82466784
IL,US,3/22/20,0,0,0,39.01054275,-88.15437049
IL,US,3/22/20,0,0,0,38.29980057,-88.9240025
IL,US,3/22/20,0,0,0,39.08869046,-90.35393073
IL,US,3/22/20,0,0,0,37.45939802,-88.88165419
IL,US,3/22/20,0,0,0,40.93148779,-90.21330340000002
IL,US,3/22/20,0,0,0,38.71987914,-87.72884035
IL,US,3/22/20,0,0,0,41.74583951,-89.29977132
IL,US,3/22/20,0,0,0,40.12581572,-89.36638784
IL,US,3/22/20,0,0,0,39.86064913,-88.96342505
IL,US,3/22/20,0,0,0,39.26119767,-89.92424028
IL,US,3/22/20,0,0,0,38.64963204,-88.91899208
IL,US,3/22/20,0,0,0,41.0327901,-89.34510444
IL,US,3/22/20,0,0,0,40.23917274,-89.91824452
IL,US,3/22/20,0,0,0,37.22078441,-88.71036614
IL,US,3/22/20,0,0,0,40.45674722,-90.67775541
IL,US,3/22/20,0,0,0,40.02742725,-89.80246001
IL,US,3/22/20,0,0,0,41.20596782,-90.74290052
IL,US,3/22/20,0,0,0,38.27594376,-90.17761038
IL,US,3/22/20,0,0,0,39.23198845,-89.47809254
IL,US,3/22/20,0,0,0,39.71654544,-90.20255104
IL,US,3/22/20,0,0,0,39.64187451,-88.62099969
IL,US,3/22/20,0,0,0,42.04165196,-89.32184679
IL,US,3/22/20,0,0,0,38.08510853,-89.36856219
IL,US,3/22/20,0,0,0,40.01360584,-88.59319339
IL,US,3/22/20,0,0,0,39.62265059,-90.8877017
IL,US,3/22/20,0,0,0,37.41391284,-88.56152109
IL,US,3/22/20,0,0,0,37.22631423,-89.13085001
IL,US,3/22/20,0,0,0,41.2013541,-89.2869272
IL,US,3/22/20,0,0,0,38.05095369,-89.82512254
IL,US,3/22/20,0,0,0,38.71240969,-88.08475366
IL,US,3/22/20,0,0,0,37.75332999,-88.54119706
IL,US,3/22/20,0,0,0,40.157179799999994,-90.61114163
IL,US,3/22/20,0,0,0,39.642916899999996,-90.47814431
IL,US,3/22/20,0,0,0,39.39133527,-88.80611122
IL,US,3/22/20,0,0,0,41.09309773,-89.79745866
IL,US,3/22/20,0,0,0,40.50716185,-89.51404662
IL,US,3/22/20,0,0,0,37.47119609,-89.25548938
IL,US,3/22/20,0,0,0,40.18417171,-87.73384359
IL,US,3/22/20,0,0,0,38.44272901,-87.84922065
IL,US,3/22/20,0,0,0,40.84925021,-90.6147432
IL,US,3/22/20,0,0,0,38.42955355,-88.42586459
IL,US,3/22/20,0,0,0,38.08706198,-88.17657461
IN,US,3/22/20,0,0,0,40.60626947,-87.31093999
IN,US,3/22/20,0,0,0,40.47388153,-85.32499702
IN,US,3/22/20,0,0,0,39.19605589,-86.22868909
IN,US,3/22/20,0,0,0,40.580783200000006,-86.56198812
IN,US,3/22/20,0,0,0,40.76135835,-86.34830753
IN,US,3/22/20,0,0,0,39.39561833,-87.11723506
IN,US,3/22/20,0,0,0,40.30319754,-86.47277257
IN,US,3/22/20,0,0,0,38.28814402,-86.44518825
IN,US,3/22/20,0,0,0,38.70186039,-87.07185406
IN,US,3/22/20,0,0,0,39.14647946,-84.97333539
IN,US,3/22/20,0,0,0,39.30712658,-85.50087166
IN,US,3/22/20,0,0,0,41.39804622,-84.99906934
IN,US,3/22/20,0,0,0,40.12361933,-87.24217689
IN,US,3/22/20,0,0,0,41.0469907,-86.26252745
IN,US,3/22/20,0,0,0,38.30393723,-87.58054938
IN,US,3/22/20,0,0,0,38.19467379,-86.10948271
IN,US,3/22/20,0,0,0,39.93029017,-85.39625719
IN,US,3/22/20,0,0,0,40.82907273,-85.48822092
IN,US,3/22/20,0,0,0,38.90915820000001,-86.03851889
IN,US,3/22/20,0,0,0,41.02078733,-87.11553319
IN,US,3/22/20,0,0,0,40.43781032,-85.00576229
IN,US,3/22/20,0,0,0,38.78576239,-85.43633383
IN,US,3/22/20,0,0,0,38.68861576,-87.4194665
IN,US,3/22/20,0,0,0,41.24521668,-85.86312322
IN,US,3/22/20,0,0,0,41.64232188,-85.42674232
IN,US,3/22/20,0,0,0,38.84112637,-86.48361629
IN,US,3/22/20,0,0,0,41.32467367,-86.26185087
IN,US,3/22/20,0,0,0,38.7099921,-86.80373186
IN,US,3/22/20,0,0,0,40.04034823,-86.89335024
IN,US,3/22/20,0,0,0,40.95610449,-87.39635768
IN,US,3/22/20,0,0,0,38.955304999999996,-84.96515993
IN,US,3/22/20,0,0,0,38.54118920000001,-86.49523093
IN,US,3/22/20,0,0,0,39.77202286,-87.20375833
IN,US,3/22/20,0,0,0,38.07809328,-86.63741946
IN,US,3/22/20,0,0,0,38.40112197,-87.23574907
IN,US,3/22/20,0,0,0,41.45986947,-87.06848888
IN,US,3/22/20,0,0,0,38.02097333,-87.86480429
IN,US,3/22/20,0,0,0,41.04166107,-86.69890683
IN,US,3/22/20,0,0,0,40.15734772,-85.01139319
IN,US,3/22/20,0,0,0,39.62002287,-85.4655599
IN,US,3/22/20,0,0,0,38.01519732,-87.0079644
IN,US,3/22/20,0,0,0,41.27890281,-86.64686895
IN,US,3/22/20,0,0,0,41.64423868,-85.00101094
IN,US,3/22/20,0,0,0,39.08952258,-87.41414469
IN,US,3/22/20,0,0,0,38.82767338,-85.03022429
IN,US,3/22/20,0,0,0,39.62550777,-84.92497066
IN,US,3/22/20,0,0,0,39.8523352,-87.46160542
IN,US,3/22/20,0,0,0,40.84704239,-85.79328272
IN,US,3/22/20,0,0,0,40.34728141,-87.35602659
IN,US,3/22/20,0,0,0,38.08922676,-87.2716085
IN,US,3/22/20,0,0,0,40.74911165,-86.86492015
IN,US,3/22/20,0,0,0,41.13863784,-85.50791236
IA,US,3/22/20,0,0,0,41.02903567,-94.69932645
IA,US,3/22/20,0,0,0,40.74324454,-92.86865906
IA,US,3/22/20,0,0,0,41.6844628,-94.90581859
IA,US,3/22/20,0,0,0,42.08011739,-92.06463573
IA,US,3/22/20,0,0,0,42.03657094,-93.9313999
IA,US,3/22/20,0,0,0,42.77461496,-92.31795937
IA,US,3/22/20,0,0,0,42.4709188,-91.83510825
IA,US,3/22/20,0,0,0,42.73545875,-95.15100162
IA,US,3/22/20,0,0,0,42.73172833,-92.79015971
IA,US,3/22/20,0,0,0,42.38521079,-94.64046046
IA,US,3/22/20,0,0,0,41.33149454,-94.92792482
IA,US,3/22/20,0,0,0,41.77233777,-91.13246684
IA,US,3/22/20,0,0,0,42.73538914,-95.62389402
IA,US,3/22/20,0,0,0,43.06001295,-92.31773347
IA,US,3/22/20,0,0,0,41.02868181,-93.78499767
IA,US,3/22/20,0,0,0,43.08247182,-95.15096481
IA,US,3/22/20,0,0,0,42.84443388,-91.34133693
IA,US,3/22/20,0,0,0,41.89981633,-90.53275096
IA,US,3/22/20,0,0,0,42.03718237,-95.3819718
IA,US,3/22/20,0,0,0,40.74773536,-92.41005468
IA,US,3/22/20,0,0,0,40.73742757,-93.78645949
IA,US,3/22/20,0,0,0,42.47104597,-91.3664492
IA,US,3/22/20,0,0,0,40.92012606,-91.18326592
IA,US,3/22/20,0,0,0,43.37787725,-95.1510206
IA,US,3/22/20,0,0,0,43.37782951,-94.67858943
IA,US,3/22/20,0,0,0,43.06000529999999,-92.78940097
IA,US,3/22/20,0,0,0,42.73270384,-93.26256925
IA,US,3/22/20,0,0,0,40.74542720000001,-95.60129045
IA,US,3/22/20,0,0,0,42.03614551,-94.39658081
IA,US,3/22/20,0,0,0,42.40183723,-92.78829551
IA,US,3/22/20,0,0,0,41.68378965,-94.50111014
IA,US,3/22/20,0,0,0,42.38382428,-93.70197703
IA,US,3/22/20,0,0,0,43.08178477,-93.73454884
IA,US,3/22/20,0,0,0,42.38353877,-93.23654611
IA,US,3/22/20,0,0,0,43.35671042,-92.31702714
IA,US,3/22/20,0,0,0,42.7764426,-94.20722537
IA,US,3/22/20,0,0,0,42.38696136,-95.51355387
IA,US,3/22/20,0,0,0,41.68630265,-92.0643373
IA,US,3/22/20,0,0,0,42.17178824,-90.57354837
IA,US,3/22/20,0,0,0,41.68576082,-93.05567785
IA,US,3/22/20,0,0,0,41.03192394,-91.94849466
IA,US,3/22/20,0,0,0,42.12118609,-91.13139641
IA,US,3/22/20,0,0,0,41.33649833,-92.1785067
IA,US,3/22/20,0,0,0,40.64181461,-91.48183025
IA,US,3/22/20,0,0,0,41.21842119,-91.26102611
IA,US,3/22/20,0,0,0,41.02958964,-93.32780803
IA,US,3/22/20,0,0,0,43.38107862,-96.20926845
IA,US,3/22/20,0,0,0,41.33081904,-94.01554631
IA,US,3/22/20,0,0,0,41.33521503,-92.64083907
IA,US,3/22/20,0,0,0,41.33445101,-93.09934783
IA,US,3/22/20,0,0,0,42.03586837,-92.99908190000001
IA,US,3/22/20,0,0,0,41.03299766,-95.61920963
IA,US,3/22/20,0,0,0,43.35638371,-92.78887719
IA,US,3/22/20,0,0,0,42.05220391,-95.95743843
IA,US,3/22/20,0,0,0,41.02988815,-92.8690667
IA,US,3/22/20,0,0,0,41.03018714,-95.15642896
IA,US,3/22/20,0,0,0,43.08310673,-95.62474482
IA,US,3/22/20,0,0,0,43.37824276,-95.62422844
IA,US,3/22/20,0,0,0,40.7393172,-95.1497813
IA,US,3/22/20,0,0,0,43.08193849,-94.67824621
IA,US,3/22/20,0,0,0,42.737633,-96.21366621
IA,US,3/22/20,0,0,0,42.73420133,-94.67862564
IA,US,3/22/20,0,0,0,40.73518949,-94.24368535
IA,US,3/22/20,0,0,0,42.38624071,-95.10547892
IA,US,3/22/20,0,0,0,41.6850066,-95.31015553
IA,US,3/22/20,0,0,0,40.73710579,-94.69778563
IA,US,3/22/20,0,0,0,41.0277278,-94.24234847
IA,US,3/22/20,0,0,0,40.75326764,-91.95017958
IA,US,3/22/20,0,0,0,41.03064984,-92.40954728
IA,US,3/22/20,0,0,0,41.33559454,-93.56007641
IA,US,3/22/20,0,0,0,40.73969028,-93.32752197
IA,US,3/22/20,0,0,0,42.42853483,-94.17987389
IA,US,3/22/20,0,0,0,43.37751174,-93.73407298
IA,US,3/22/20,0,0,0,43.37750768,-93.26087602
IA,US,3/22/20,0,0,0,42.73305373,-93.73515113
KS,US,3/22/20,0,0,0,37.88582951,-95.30030847
KS,US,3/22/20,0,0,0,38.21413251,-95.29272815
KS,US,3/22/20,0,0,0,39.53185661,-95.30870026
KS,US,3/22/20,0,0,0,37.2288586,-98.68460053
KS,US,3/22/20,0,0,0,38.47889676,-98.75636726
KS,US,3/22/20,0,0,0,37.85508555,-94.84865997
KS,US,3/22/20,0,0,0,39.82652589,-95.56421698
KS,US,3/22/20,0,0,0,38.30292938,-96.59563862
KS,US,3/22/20,0,0,0,37.14994405,-96.2454192
KS,US,3/22/20,0,0,0,39.78580976,-101.7318201
KS,US,3/22/20,0,0,0,37.23577007,-99.81883015
KS,US,3/22/20,0,0,0,39.34948772,-97.16518128
KS,US,3/22/20,0,0,0,39.48028352,-97.64925343
KS,US,3/22/20,0,0,0,38.2365018,-95.73379515
KS,US,3/22/20,0,0,0,37.19114520000001,-99.27113247
KS,US,3/22/20,0,0,0,37.23781842,-96.83776647
KS,US,3/22/20,0,0,0,37.50675523,-94.85245778
KS,US,3/22/20,0,0,0,39.78468441,-100.45940809999999
KS,US,3/22/20,0,0,0,38.86600962,-97.15532383
KS,US,3/22/20,0,0,0,39.79067154,-95.14056866
KS,US,3/22/20,0,0,0,37.88735543,-99.31263309
KS,US,3/22/20,0,0,0,37.45338105,-96.24369667
KS,US,3/22/20,0,0,0,38.91458712,-99.31751551
KS,US,3/22/20,0,0,0,38.69677695,-98.20462799
KS,US,3/22/20,0,0,0,38.04340344,-100.73819379999999
KS,US,3/22/20,0,0,0,38.99871131,-96.7577178
KS,US,3/22/20,0,0,0,38.91588178,-100.4829321
KS,US,3/22/20,0,0,0,39.34987223,-99.88332493
KS,US,3/22/20,0,0,0,37.56227336,-101.3079758
KS,US,3/22/20,0,0,0,37.73836671,-100.4369088
KS,US,3/22/20,0,0,0,38.4808095,-101.8061079
KS,US,3/22/20,0,0,0,37.8774388,-96.23250453
KS,US,3/22/20,0,0,0,37.99978709,-101.7921066
KS,US,3/22/20,0,0,0,37.19175361,-98.07578384
KS,US,3/22/20,0,0,0,38.04293782,-97.42747573
KS,US,3/22/20,0,0,0,37.562039399999996,-100.8710738
KS,US,3/22/20,0,0,0,38.08780079,-99.89829881
KS,US,3/22/20,0,0,0,39.2347941,-95.38289232
KS,US,3/22/20,0,0,0,39.78470589,-98.21820662
KS,US,3/22/20,0,0,0,38.00017981,-101.32168100000001
KS,US,3/22/20,0,0,0,37.55909527,-98.13638678
KS,US,3/22/20,0,0,0,37.55848695,-99.2856537
KS,US,3/22/20,0,0,0,37.19113093,-95.29849679
KS,US,3/22/20,0,0,0,38.48119447,-100.46607540000001
KS,US,3/22/20,0,0,0,39.04549684,-98.20756994
KS,US,3/22/20,0,0,0,38.91735806,-101.148475
KS,US,3/22/20,0,0,0,38.45576156,-96.15275715
KS,US,3/22/20,0,0,0,38.35855394,-97.09852509999999
KS,US,3/22/20,0,0,0,39.78359669,-96.52278974
KS,US,3/22/20,0,0,0,38.39184858,-97.64769869
KS,US,3/22/20,0,0,0,37.23859987,-100.36483100000001
KS,US,3/22/20,0,0,0,38.56383358,-94.83832189
KS,US,3/22/20,0,0,0,37.19236568,-95.74329258
KS,US,3/22/20,0,0,0,37.19141121,-101.79925190000002
KS,US,3/22/20,0,0,0,39.78345387,-96.01392079
KS,US,3/22/20,0,0,0,37.55862897,-95.30670046
KS,US,3/22/20,0,0,0,38.47974157,-99.91547333
KS,US,3/22/20,0,0,0,39.78443827,-99.90286639
KS,US,3/22/20,0,0,0,38.65235984,-95.72707998
KS,US,3/22/20,0,0,0,39.3503437,-98.76753828
KS,US,3/22/20,0,0,0,39.13237408,-97.65020313
KS,US,3/22/20,0,0,0,38.18108732,-99.23692334
KS,US,3/22/20,0,0,0,39.78465501,-99.34668865
KS,US,3/22/20,0,0,0,39.37925655,-96.34564657
KS,US,3/22/20,0,0,0,37.64780729,-98.73922153
KS,US,3/22/20,0,0,0,39.78525843,-101.07616170000001
KS,US,3/22/20,0,0,0,39.82799632,-97.65036709
KS,US,3/22/20,0,0,0,38.34616184,-98.19992118
KS,US,3/22/20,0,0,0,39.35022773,-99.32484567
KS,US,3/22/20,0,0,0,38.52275276,-99.30863983
KS,US,3/22/20,0,0,0,38.91462787,-98.76254297
KS,US,3/22/20,0,0,0,38.78369175,-97.65185177
KS,US,3/22/20,0,0,0,38.48222076,-100.90665390000001
KS,US,3/22/20,0,0,0,37.19324632,-100.85072009999999
KS,US,3/22/20,0,0,0,39.04100763,-95.75572640000001
KS,US,3/22/20,0,0,0,39.35018161,-100.44182590000001
KS,US,3/22/20,0,0,0,39.35147699,-101.71976240000001
KS,US,3/22/20,0,0,0,39.78516566,-98.78566062
KS,US,3/22/20,0,0,0,38.03100851,-98.71762001
KS,US,3/22/20,0,0,0,37.56304714,-101.78435340000001
KS,US,3/22/20,0,0,0,37.1923008,-101.3118967
KS,US,3/22/20,0,0,0,37.23682549,-97.47721621
KS,US,3/22/20,0,0,0,39.35107575,-101.0553705
KS,US,3/22/20,0,0,0,38.91467218,-99.87284448
KS,US,3/22/20,0,0,0,38.95471985,-96.20350509
KS,US,3/22/20,0,0,0,38.91686134,-101.76388759999999
KS,US,3/22/20,0,0,0,39.78420784,-97.08753229999999
KS,US,3/22/20,0,0,0,38.48178252,-101.3471509
KS,US,3/22/20,0,0,0,37.55937174,-95.74323255
KS,US,3/22/20,0,0,0,37.8865336,-95.74006277
KY,US,3/22/20,0,0,0,37.10459774,-85.28129668
KY,US,3/22/20,0,0,0,36.75197631,-86.19457544
KY,US,3/22/20,0,0,0,37.05842757,-88.99427697
KY,US,3/22/20,0,0,0,36.96469836,-85.93338945
KY,US,3/22/20,0,0,0,38.14735938,-83.74588932
KY,US,3/22/20,0,0,0,36.73355174,-83.67766671
KY,US,3/22/20,0,0,0,38.97065142,-84.72615357
KY,US,3/22/20,0,0,0,38.36176608,-82.68652187
KY,US,3/22/20,0,0,0,37.62680923,-84.8633779
KY,US,3/22/20,0,0,0,38.69158994,-84.08532444
KY,US,3/22/20,0,0,0,37.52333168,-83.31959161
KY,US,3/22/20,0,0,0,37.77377239,-86.42885017
KY,US,3/22/20,0,0,0,37.97162523,-85.68955617
