Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
TX,US,03/24/2020,1,0,0,31.02539637,-96.51272246
NC,US,03/24/2020,2,0,0,34.64244496,-79.10250529999998
MN,US,03/24/2020,0,0,0,43.67482683,-96.25296832
NE,US,03/24/2020,0,0,0,42.42252217,-99.44832069
WI,US,03/24/2020,3,0,0,42.67151616,-89.07147900000002
IL,US,03/24/2020,1,0,0,41.46613806,-90.57042164
VA,US,03/24/2020,1,0,0,37.81204314,-79.44605905
KY,US,03/24/2020,0,0,0,37.36642393,-84.31176452
GA,US,03/24/2020,7,0,0,33.65145002,-84.02202167
NH,US,03/24/2020,38,0,0,42.98499744,-71.12883377
NC,US,03/24/2020,0,0,0,36.39593137,-79.77504841
VA,US,03/24/2020,3,0,0,38.51006137,-78.87260325
NY,US,03/24/2020,671,5,0,41.15027894,-74.02560498
TX,US,03/24/2020,0,0,0,32.89779518,-96.40771592
OK,US,03/24/2020,0,0,0,35.68711719,-99.69666167
OK,US,03/24/2020,0,0,0,36.37004357,-95.60406759
ND,US,03/24/2020,0,0,0,48.77245354,-99.84097493
KS,US,03/24/2020,0,0,0,39.35022773,-99.32484567
MT,US,03/24/2020,1,0,0,48.29607488,-105.0079268
NM,US,03/24/2020,0,0,0,34.02097406,-103.4799493
MI,US,03/24/2020,1,0,0,44.33473082,-84.61067651
MN,US,03/24/2020,0,0,0,48.77501878,-95.81079919
MT,US,03/24/2020,0,0,0,46.23397237,-106.72928799999998
OH,US,03/24/2020,0,0,0,39.33705391,-83.06000914
CO,US,03/24/2020,3,0,0,40.48596505,-106.9905548
KY,US,03/24/2020,0,0,0,38.19484205,-83.42088935
NC,US,03/24/2020,5,0,0,35.64003916,-80.52446628
TX,US,03/24/2020,0,0,0,31.8314342,-99.97616148
IN,US,03/24/2020,0,0,0,39.62002287,-85.4655599
KS,US,03/24/2020,0,0,0,38.52275276,-99.30863983
TX,US,03/24/2020,1,0,0,32.10773545,-94.76176432
WI,US,03/24/2020,0,0,0,45.47498854,-91.1333012
AL,US,03/24/2020,0,0,0,32.28725256,-85.18415324
KS,US,03/24/2020,0,0,0,38.91462787,-98.76254297
KY,US,03/24/2020,0,0,0,36.99308373,-85.06070117
VA,US,03/24/2020,0,0,0,36.93028320000001,-82.10095486
NC,US,03/24/2020,0,0,0,35.40114178,-81.92112099
TN,US,03/24/2020,13,0,0,35.84591405,-86.4107263
VT,US,03/24/2020,5,0,0,43.57723578,-73.03741676
LA,US,03/24/2020,0,0,0,31.56388699,-93.55433981
TX,US,03/24/2020,0,0,0,31.34318809,-93.85440451
IA,US,03/24/2020,0,0,0,42.38624071,-95.10547892
CA,US,03/24/2020,88,4,0,38.45106826,-121.3425374
ME,US,03/24/2020,3,0,0,43.95415864,-69.85074999
MI,US,03/24/2020,8,0,0,43.33433923,-84.05131209999998
CO,US,03/24/2020,0,0,0,38.08054629,-106.282466
NJ,US,03/24/2020,1,0,0,39.58719656,-75.34696629999998
VA,US,03/24/2020,0,0,0,37.2836193,-80.06219455
AR,US,03/24/2020,4,0,0,34.64916145,-92.67583224
IL,US,03/24/2020,0,0,0,37.75332999,-88.54119706
KS,US,03/24/2020,0,0,0,38.78369175,-97.65185177
MO,US,03/24/2020,0,0,0,39.13734288,-93.20259964
NE,US,03/24/2020,0,0,0,40.52418865,-97.14085859
UT,US,03/24/2020,124,0,0,40.66616532,-111.9216011
SC,US,03/24/2020,1,0,0,34.00795823,-81.72713237
NC,US,03/24/2020,1,0,0,34.98820368,-78.36914061
TX,US,03/24/2020,0,0,0,31.39457611,-94.17000399
CA,US,03/24/2020,6,1,0,36.60308176,-121.069975
CA,US,03/24/2020,31,0,0,34.84060306,-116.1774685
CA,US,03/24/2020,226,1,0,33.03484597,-116.7365326
CA,US,03/24/2020,152,0,0,37.75215114,-122.4385672
TX,US,03/24/2020,0,0,0,30.57933681,-95.16260304
CA,US,03/24/2020,51,2,0,37.93433732,-121.2730061
CO,US,03/24/2020,0,0,0,37.76248981,-107.67632890000002
NM,US,03/24/2020,7,0,0,36.50838318,-108.320437
UT,US,03/24/2020,0,0,0,37.62762978,-109.80337140000002
WA,US,03/24/2020,1,0,0,48.60182783,-122.96745
CA,US,03/24/2020,42,0,0,35.38822029,-120.4039028
CA,US,03/24/2020,161,1,0,37.4228808,-122.32755459999998
CO,US,03/24/2020,1,0,0,38.00450883,-108.4020725
NM,US,03/24/2020,1,0,0,35.48014807,-104.8163562
TX,US,03/24/2020,0,0,0,28.00880118,-97.51763891
TX,US,03/24/2020,0,0,0,31.1577796,-98.81758731
SD,US,03/24/2020,0,0,0,44.02351092,-98.0909816
MT,US,03/24/2020,0,0,0,47.67657534,-115.1329916
NM,US,03/24/2020,7,0,0,35.68862401,-106.8687803
OH,US,03/24/2020,1,0,0,41.35624126,-83.137872
IL,US,03/24/2020,5,1,0,39.75836914,-89.65872023
MI,US,03/24/2020,0,0,0,43.42406072,-82.82055898
UT,US,03/24/2020,0,0,0,39.37231946,-111.5758676
CA,US,03/24/2020,18,0,0,34.65329488,-120.0188492
CA,US,03/24/2020,375,16,0,37.23104908,-121.6970462
AZ,US,03/24/2020,1,0,0,31.52508998,-110.8479088
CA,US,03/24/2020,22,0,0,37.05580291,-122.0066524
NM,US,03/24/2020,14,0,0,35.50708973,-105.9774716
FL,US,03/24/2020,4,1,0,30.69341450000001,-87.02458128
FL,US,03/24/2020,26,0,0,27.18546175,-82.33174248
NY,US,03/24/2020,53,0,0,43.10904162,-73.86653895
ND,US,03/24/2020,0,0,0,46.10830372,-97.63217159
NE,US,03/24/2020,8,0,0,41.11314181,-96.11156432
WI,US,03/24/2020,4,0,0,43.42574087,-89.94966132
NE,US,03/24/2020,1,0,0,41.2278103,-96.63773905
WI,US,03/24/2020,0,0,0,45.87931905,-91.14504927
NY,US,03/24/2020,44,0,0,42.81668777,-74.05278291
TX,US,03/24/2020,0,0,0,30.89740592,-100.5384842
GA,US,03/24/2020,0,0,0,32.2654021,-84.31258912
NY,US,03/24/2020,1,0,0,42.58831742,-74.44339029999998
MI,US,03/24/2020,0,0,0,46.19235734,-86.19972234
IL,US,03/24/2020,0,0,0,40.1571798,-90.61114163
MO,US,03/24/2020,0,0,0,40.46921489,-92.52311943
NY,US,03/24/2020,0,0,0,42.39184015,-76.8773299
PA,US,03/24/2020,5,0,0,40.70497338,-76.2150785
OH,US,03/24/2020,0,0,0,38.80270163,-82.98907345
MO,US,03/24/2020,0,0,0,40.45214695,-92.14709064
NC,US,03/24/2020,1,0,0,34.8386299,-79.4757978
AR,US,03/24/2020,0,0,0,34.85588887,-94.0632176
IL,US,03/24/2020,0,0,0,39.6429169,-90.47814431
IN,US,03/24/2020,1,1,0,38.68672078,-85.74627859
IA,US,03/24/2020,1,0,0,41.63935978,-90.61959493
KS,US,03/24/2020,0,0,0,38.48222076,-100.9066539
KY,US,03/24/2020,1,0,0,38.29622293,-84.5816631
MN,US,03/24/2020,5,0,0,44.6490231,-93.53340251
MS,US,03/24/2020,2,0,0,32.406704100000006,-89.53789439
MO,US,03/24/2020,1,0,0,37.05588075,-89.56474493
TN,US,03/24/2020,1,0,0,36.42325673,-84.50360494
VA,US,03/24/2020,0,0,0,36.71466456,-82.60171704
NE,US,03/24/2020,0,0,0,41.85070896,-103.7080986
GA,US,03/24/2020,0,0,0,32.74976524,-81.60779441
TX,US,03/24/2020,0,0,0,32.74613808,-100.9162664
AR,US,03/24/2020,2,0,0,35.9109364,-92.69936482
AR,US,03/24/2020,1,0,0,35.19605503,-94.27162713
CO,US,03/24/2020,0,0,0,40.87595412,-102.3519227
KS,US,03/24/2020,7,0,0,37.6842718,-97.4608198
FL,US,03/24/2020,23,0,0,28.7158582,-81.24060348
GA,US,03/24/2020,0,0,0,30.93464824,-84.86823924
OK,US,03/24/2020,0,0,0,35.16478725,-96.61686741
NY,US,03/24/2020,0,0,0,42.78081007,-76.82497064
OH,US,03/24/2020,1,0,0,41.12351311,-83.12783209
TN,US,03/24/2020,0,0,0,35.36979721,-85.41022136
OK,US,03/24/2020,0,0,0,35.49447108,-94.75463785
AR,US,03/24/2020,1,0,0,33.99780401,-94.2424869
TN,US,03/24/2020,2,0,0,35.78077323,-83.52244332
UT,US,03/24/2020,0,0,0,38.74837146,-111.8050275
KS,US,03/24/2020,0,0,0,37.19324632,-100.8507201
NE,US,03/24/2020,0,0,0,40.87241834,-97.139673
TX,US,03/24/2020,0,0,0,32.73587756,-99.35401337
MO,US,03/24/2020,0,0,0,37.15772072,-91.40190382
MS,US,03/24/2020,0,0,0,32.88149103,-90.8159538
AR,US,03/24/2020,0,0,0,36.16258158,-91.47819342
CA,US,03/24/2020,2,0,0,40.76391419,-122.0396884
WI,US,03/24/2020,0,0,0,44.78902246,-88.76443896
KS,US,03/24/2020,0,0,0,39.04100763,-95.7557264
WI,US,03/24/2020,6,0,0,43.72099677,-87.94579284
AL,US,03/24/2020,27,0,0,33.26879845,-86.66232561
IL,US,03/24/2020,0,0,0,39.39133527,-88.80611122
IN,US,03/24/2020,1,0,0,39.52305623,-85.79158570000001
IA,US,03/24/2020,0,0,0,41.6850066,-95.31015553
KY,US,03/24/2020,0,0,0,38.21476019,-85.194223
MO,US,03/24/2020,0,0,0,39.79742518,-92.07634971
OH,US,03/24/2020,0,0,0,40.33163494,-84.20258189
TN,US,03/24/2020,135,0,0,35.1864775,-89.89692423
TX,US,03/24/2020,0,0,0,31.79211404,-94.14550696
VA,US,03/24/2020,0,0,0,38.85905135,-78.56813762
MN,US,03/24/2020,1,0,0,45.44447208,-93.77617511
KS,US,03/24/2020,0,0,0,39.35018161,-100.4418259
MT,US,03/24/2020,0,0,0,48.72085833,-104.503829
NE,US,03/24/2020,0,0,0,42.50284406,-102.4126613
ND,US,03/24/2020,0,0,0,47.57700669,-100.3426391
WY,US,03/24/2020,4,0,0,44.79048913,-106.8862389
KS,US,03/24/2020,0,0,0,39.35147699,-101.7197624
NE,US,03/24/2020,0,0,0,41.22045983,-98.97588642
OR,US,03/24/2020,0,0,0,45.41501554,-120.6827834
TX,US,03/24/2020,0,0,0,36.27751473,-101.8933156
MI,US,03/24/2020,0,0,0,42.95392800000001,-84.14585902
ID,US,03/24/2020,0,0,0,47.35364087,-115.8916749
MN,US,03/24/2020,0,0,0,44.5796592,-94.23164924
CA,US,03/24/2020,0,0,0,39.57713498,-120.52007009999998
NM,US,03/24/2020,0,0,0,33.13028233,-107.1925893
MT,US,03/24/2020,2,0,0,45.90018933,-112.6620092
KY,US,03/24/2020,1,0,0,36.74058474,-86.58047435
MS,US,03/24/2020,1,0,0,31.91282117,-89.91716179
IA,US,03/24/2020,1,0,0,43.08221074,-96.1767568
NE,US,03/24/2020,0,0,0,42.48932059,-103.7576544
ND,US,03/24/2020,0,0,0,46.11323337,-101.0440149
CA,US,03/24/2020,2,0,0,41.59198861,-122.5407434
AK,US,03/24/2020,0,0,0,57.24124555,-135.3206587
WA,US,03/24/2020,45,1,0,48.48171488,-121.766131
AK,US,03/24/2020,0,0,0,59.56149996,-135.3337748
WA,US,03/24/2020,0,0,0,46.02408726,-121.9164403
ND,US,03/24/2020,0,0,0,46.44737738,-103.4601547
KS,US,03/24/2020,0,0,0,39.78516566,-98.78566062
MS,US,03/24/2020,1,0,0,32.01744532,-89.50644846
TN,US,03/24/2020,0,0,0,36.25359775,-85.95411046
TX,US,03/24/2020,14,0,0,32.37474036,-95.2717568
VA,US,03/24/2020,0,0,0,36.84455636,-81.53344948
WA,US,03/24/2020,614,16,0,48.04615983,-121.7170703
PA,US,03/24/2020,0,0,0,40.77129231,-77.06840691
NM,US,03/24/2020,2,0,0,34.00715494,-106.9298354
CA,US,03/24/2020,21,0,0,38.26827353,-121.9357113
ME,US,03/24/2020,0,0,0,45.51229767,-69.95995554
MD,US,03/24/2020,1,0,0,38.1163542,-75.75118623
NJ,US,03/24/2020,102,1,0,40.56465737,-74.61683016
PA,US,03/24/2020,1,0,0,39.97172723,-79.02699593
TX,US,03/24/2020,0,0,0,32.22236802,-97.77403489
CA,US,03/24/2020,29,1,0,38.52746429,-122.8862506
VA,US,03/24/2020,0,0,0,36.72231125,-77.10642712
AK,US,03/24/2020,0,0,0,63.87692095,-143.2127643
GA,US,03/24/2020,5,0,0,33.26310031,-84.28013991
SC,US,03/24/2020,4,0,0,34.92960077,-81.99225984
IN,US,03/24/2020,0,0,0,38.01519732,-87.0079644
KY,US,03/24/2020,1,0,0,38.03223971,-85.32749335
SD,US,03/24/2020,0,0,0,44.93837606,-98.34626602
WA,US,03/24/2020,29,0,0,47.62113146,-117.4046494
VA,US,03/24/2020,2,0,0,38.18574462,-77.655399
LA,US,03/24/2020,19,0,0,29.87761636,-89.51887093
LA,US,03/24/2020,15,0,0,29.90709658,-90.35555967
MO,US,03/24/2020,8,0,0,38.77875681,-90.66662425
AL,US,03/24/2020,4,0,0,33.71902176,-86.31029372
IL,US,03/24/2020,7,0,0,38.46996033,-89.93063427
MI,US,03/24/2020,8,0,0,42.92655373,-82.67937954
MO,US,03/24/2020,0,0,0,38.03699437,-93.77631447
WI,US,03/24/2020,4,0,0,45.03437474,-92.45000068
AR,US,03/24/2020,0,0,0,35.02201976,-90.74828138
MO,US,03/24/2020,2,0,0,37.81214171,-90.47598685
LA,US,03/24/2020,0,0,0,30.82210324,-90.71013176
LA,US,03/24/2020,9,1,0,30.02531716,-90.80212061
LA,US,03/24/2020,21,0,0,30.12597499,-90.4753503
FL,US,03/24/2020,22,0,0,29.90096506,-81.43589967
IN,US,03/24/2020,18,0,0,41.61756781,-86.29040834
MI,US,03/24/2020,0,0,0,41.91441767,-85.52797979
LA,US,03/24/2020,3,0,0,30.59724262,-92.00135806
NY,US,03/24/2020,1,0,0,44.4976179,-75.06550039
MN,US,03/24/2020,2,0,0,47.6048407,-92.46879855
MO,US,03/24/2020,100,1,0,38.63770039999999,-90.4458375
MO,US,03/24/2020,23,1,0,38.63555736,-90.24349225
FL,US,03/24/2020,6,0,0,27.37763908,-80.47106649
LA,US,03/24/2020,1,0,0,30.13112107,-91.61403569
LA,US,03/24/2020,2,0,0,29.69262097,-91.44702164
MD,US,03/24/2020,2,0,0,38.30058422,-76.60629279999998
LA,US,03/24/2020,52,1,0,30.40942847,-89.95642711
KS,US,03/24/2020,0,0,0,38.03100851,-98.71762001
VA,US,03/24/2020,6,0,0,38.41758738,-77.45917053
CA,US,03/24/2020,11,0,0,37.55862499,-120.9970722
SD,US,03/24/2020,0,0,0,44.41381872,-100.7349153
NC,US,03/24/2020,0,0,0,35.31647813,-80.25093221
KS,US,03/24/2020,0,0,0,37.56304714,-101.7843534
NE,US,03/24/2020,0,0,0,41.9169835,-97.19394708
IL,US,03/24/2020,0,0,0,41.09309773,-89.79745866
ND,US,03/24/2020,0,0,0,46.80851182,-102.6576326
OH,US,03/24/2020,13,1,0,40.81482476,-81.36437305
IN,US,03/24/2020,2,0,0,41.27890281,-86.64686895
TX,US,03/24/2020,0,0,0,26.56150059,-98.73892358
VA,US,03/24/2020,0,0,0,38.15965544,-79.05979937
MO,US,03/24/2020,0,0,0,37.89090059,-90.1949941
MN,US,03/24/2020,5,0,0,45.55192576,-94.61078221
MN,US,03/24/2020,5,0,0,44.02240351,-93.22627088
ND,US,03/24/2020,0,0,0,47.45611548,-97.72728747
GA,US,03/24/2020,1,0,0,34.55151201,-83.29405315
OK,US,03/24/2020,0,0,0,34.48556989,-97.85141892
TX,US,03/24/2020,0,0,0,32.73553157,-98.83631615
IL,US,03/24/2020,1,0,0,42.35129217,-89.662598
TX,US,03/24/2020,0,0,0,31.82781912,-101.0500746
IN,US,03/24/2020,0,0,0,41.64423868,-85.00101094
NY,US,03/24/2020,8,0,0,42.2689144,-77.3829924
KS,US,03/24/2020,0,0,0,37.1923008,-101.3118967
MN,US,03/24/2020,0,0,0,45.58613007,-96.00163705
WA,US,03/24/2020,1,0,0,48.40035475,-117.8542701
GA,US,03/24/2020,0,0,0,32.07996777,-84.83208037
TN,US,03/24/2020,0,0,0,36.50235092,-87.83920548
MT,US,03/24/2020,0,0,0,45.67071407,-109.3950061
MO,US,03/24/2020,0,0,0,36.85571651,-89.9444155
NC,US,03/24/2020,0,0,0,36.4017975,-80.23893369
AR,US,03/24/2020,1,0,0,35.86251946,-92.15684085
MS,US,03/24/2020,0,0,0,30.79187949,-89.11547539
MO,US,03/24/2020,0,0,0,36.75000327,-93.45256475
TX,US,03/24/2020,0,0,0,33.17906744,-100.2538401
NV,US,03/24/2020,0,0,0,39.44875482,-119.5250207
IA,US,03/24/2020,2,0,0,42.03621213,-93.46499005
NH,US,03/24/2020,4,0,0,43.291833,-71.02336013
ND,US,03/24/2020,0,0,0,46.97962541,-98.95637318
WY,US,03/24/2020,0,0,0,42.76558279,-109.9130922
MA,US,03/24/2020,234,1,0,42.3279514,-71.07850442
NY,US,03/24/2020,1880,17,0,40.88320119,-72.8012172
VA,US,03/24/2020,1,0,0,36.70155394,-76.63603554
IN,US,03/24/2020,0,0,0,39.08952258,-87.41414469
MO,US,03/24/2020,0,0,0,40.2099105,-93.11150106
NH,US,03/24/2020,1,0,0,43.36094111,-72.22203125
NY,US,03/24/2020,23,0,0,41.71579493,-74.76394559
PA,US,03/24/2020,0,0,0,41.44634738,-76.51246591
TN,US,03/24/2020,2,0,0,36.51240691,-82.30412917
SD,US,03/24/2020,0,0,0,44.71571812,-100.1278092
WV,US,03/24/2020,0,0,0,37.65390597,-80.86009693
CO,US,03/24/2020,8,0,0,39.63803232,-106.1150762
OH,US,03/24/2020,36,0,0,41.12464734,-81.53123079
UT,US,03/24/2020,82,0,0,40.86688146,-110.9535882
KS,US,03/24/2020,0,0,0,37.23682549,-97.47721621
TN,US,03/24/2020,34,0,0,36.46824103,-86.45917204
AL,US,03/24/2020,0,0,0,32.59117397,-88.19916205
FL,US,03/24/2020,10,0,0,28.70181754,-82.0794267
GA,US,03/24/2020,2,0,0,32.03650571,-84.19821492
SC,US,03/24/2020,8,0,0,33.91826534,-80.37942316
MS,US,03/24/2020,3,0,0,33.60192578,-90.58882684
NC,US,03/24/2020,0,0,0,36.41689489,-80.69102283
VA,US,03/24/2020,0,0,0,37.11781893,-76.88450012
PA,US,03/24/2020,0,0,0,41.82147784,-75.80071959
DE,US,03/24/2020,23,0,0,38.66143781,-75.39031349
NJ,US,03/24/2020,18,0,0,41.13891592,-74.69118243
VA,US,03/24/2020,0,0,0,36.92432914,-77.25791182
CA,US,03/24/2020,0,0,0,39.03417539,-121.6945899
TX,US,03/24/2020,0,0,0,30.49856623,-100.5382014
FL,US,03/24/2020,0,0,0,30.19746066,-82.99099670000003
NC,US,03/24/2020,0,0,0,35.48665845,-83.48748932
MT,US,03/24/2020,0,0,0,45.81367654,-109.9425686
WY,US,03/24/2020,0,0,0,41.65943896,-108.8827882
MN,US,03/24/2020,0,0,0,45.2829032,-95.68264092
TX,US,03/24/2020,0,0,0,34.53028891,-101.7349174
IN,US,03/24/2020,0,0,0,38.82767338,-85.03022429
GA,US,03/24/2020,0,0,0,32.69642758,-84.53351366
MD,US,03/24/2020,1,0,0,38.76618159,-76.10882561
GA,US,03/24/2020,0,0,0,33.56543317,-82.88136816
AL,US,03/24/2020,2,0,0,33.37823223,-86.16886178
MS,US,03/24/2020,2,0,0,33.95339918,-90.1729398
AL,US,03/24/2020,2,0,0,32.86698258,-85.79833053
IA,US,03/24/2020,4,0,0,42.07991767,-92.53266945
MO,US,03/24/2020,1,0,0,36.65465345,-93.04075153
LA,US,03/24/2020,4,0,0,30.62888673,-90.40664996
NM,US,03/24/2020,3,0,0,36.58006022,-105.6310198
TX,US,03/24/2020,71,1,0,32.77143818,-97.29101614
MS,US,03/24/2020,1,0,0,34.65133709,-89.94485778
GA,US,03/24/2020,1,0,0,32.04785085,-82.05539188
FL,US,03/24/2020,0,0,0,30.04848048,-83.60445406
GA,US,03/24/2020,0,0,0,32.55792548,-84.25077141
IA,US,03/24/2020,0,0,0,40.73710579,-94.69778563
KY,US,03/24/2020,0,0,0,37.3677562,-85.3329931
TX,US,03/24/2020,0,0,0,32.30163422,-99.89007449
WV,US,03/24/2020,0,0,0,39.33602617,-80.0421439
WI,US,03/24/2020,0,0,0,45.21179252,-90.5004405
IL,US,03/24/2020,0,0,0,40.50716185,-89.51404662
VA,US,03/24/2020,0,0,0,37.12191123,-81.56685568
CA,US,03/24/2020,0,0,0,40.12570935,-122.2370171
GA,US,03/24/2020,0,0,0,31.92829517,-82.93491155
CO,US,03/24/2020,3,0,0,38.88133511,-105.1614893
LA,US,03/24/2020,0,0,0,32.00760749,-91.32915234
LA,US,03/24/2020,14,0,0,29.37343766,-90.82626855
GA,US,03/24/2020,3,0,0,31.77527543,-84.44069698
TX,US,03/24/2020,0,0,0,30.22429013,-102.0766732
TX,US,03/24/2020,1,0,0,33.17402785,-102.3354521
ID,US,03/24/2020,2,0,0,43.75303583,-111.2056773
MT,US,03/24/2020,0,0,0,47.83741052,-112.2410688
WY,US,03/24/2020,2,0,0,43.93522482,-110.5890801
MO,US,03/24/2020,0,0,0,37.31728859,-91.96564727
OK,US,03/24/2020,0,0,0,36.74777635,-101.4889765
NE,US,03/24/2020,0,0,0,40.17626377,-97.59504381
GA,US,03/24/2020,0,0,0,30.86392347,-83.91847289
KS,US,03/24/2020,0,0,0,39.35107575,-101.0553705
NE,US,03/24/2020,0,0,0,41.91358968,-100.5556632
TX,US,03/24/2020,0,0,0,33.17751417,-99.21226795
NE,US,03/24/2020,0,0,0,42.15725356,-96.54157099
WA,US,03/24/2020,11,0,0,46.9291895,-122.8290656
GA,US,03/24/2020,2,0,0,31.45743864,-83.5236119
OR,US,03/24/2020,0,0,0,45.46248721,-123.712066
OK,US,03/24/2020,0,0,0,34.37288446,-98.92426619
NY,US,03/24/2020,1,0,0,42.16852837,-76.30835812
PA,US,03/24/2020,0,0,0,41.77255149,-77.25433032
MS,US,03/24/2020,11,0,0,34.76872156,-88.90988194
IN,US,03/24/2020,3,0,0,40.38872739,-86.89413959
IN,US,03/24/2020,2,0,0,40.31123252,-86.05234925
TN,US,03/24/2020,6,0,0,35.501942,-89.73694895
MS,US,03/24/2020,0,0,0,34.74023475,-88.23917219
TX,US,03/24/2020,0,0,0,33.21339719,-94.96797273
KY,US,03/24/2020,0,0,0,36.8381152,-87.17878374
MN,US,03/24/2020,0,0,0,46.06996226,-94.89785296
SD,US,03/24/2020,0,0,0,43.19338568,-100.7195503
CT,US,03/24/2020,19,3,0,41.85853803,-72.3308481
TX,US,03/24/2020,1,0,0,31.40464436,-100.462443
NY,US,03/24/2020,16,0,0,42.44945765,-76.47229843
UT,US,03/24/2020,2,0,0,40.44862644,-113.1295715
MT,US,03/24/2020,0,0,0,48.65577551,-111.6942414
GA,US,03/24/2020,0,0,0,32.12059861,-82.32957247
NM,US,03/24/2020,0,0,0,34.64048375,-105.8508949
ND,US,03/24/2020,0,0,0,48.68565745,-99.24564265
GA,US,03/24/2020,0,0,0,34.91369188,-83.74107459999998
ND,US,03/24/2020,0,0,0,47.45367788,-97.16323288
NC,US,03/24/2020,1,0,0,35.20383864,-82.79638423
MN,US,03/24/2020,0,0,0,45.77298854,-96.47062949
TX,US,03/24/2020,86,0,0,30.33432034,-97.7853562
MT,US,03/24/2020,0,0,0,46.20973220000001,-107.2666516
KS,US,03/24/2020,0,0,0,38.91467218,-99.87284448
WI,US,03/24/2020,0,0,0,44.30360275,-91.35893614
GA,US,03/24/2020,0,0,0,32.40422134,-82.56904553
KY,US,03/24/2020,0,0,0,36.80767017,-87.87333656
KY,US,03/24/2020,0,0,0,38.61056487,-85.33775972
CA,US,03/24/2020,0,0,0,40.64917670000001,-123.114713
TX,US,03/24/2020,0,0,0,31.0879489,-95.1367187
SD,US,03/24/2020,0,0,0,43.34459388,-99.8854891
GA,US,03/24/2020,6,0,0,33.03349196,-85.02812115
TN,US,03/24/2020,0,0,0,36.39026213,-86.16087954
OH,US,03/24/2020,4,0,0,41.31735028,-80.76109643
WV,US,03/24/2020,2,0,0,39.11240885,-79.57053576
CA,US,03/24/2020,17,0,0,36.22026558,-118.8020203
OK,US,03/24/2020,12,1,0,36.11939621,-95.94013939
MS,US,03/24/2020,3,0,0,34.64967704,-90.37481167
CA,US,03/24/2020,0,0,0,38.02644018,-119.9525093
GA,US,03/24/2020,1,0,0,31.71612656,-83.62069378
SD,US,03/24/2020,0,0,0,43.3109081,-97.14865776
AL,US,03/24/2020,10,0,0,33.28726072,-87.52556818
OH,US,03/24/2020,3,0,0,40.44214695,-81.47226262
MI,US,03/24/2020,1,0,0,43.46606813,-83.41897025
GA,US,03/24/2020,1,0,0,32.67435595,-83.43078662
ID,US,03/24/2020,1,0,0,42.35440512,-114.6685381
TX,US,03/24/2020,0,0,0,30.77031716,-94.37690895
WV,US,03/24/2020,0,0,0,39.46811972,-80.88772676
NC,US,03/24/2020,0,0,0,35.87147226,-76.17055253
WY,US,03/24/2020,0,0,0,41.2878183,-110.54757820000002
UT,US,03/24/2020,0,0,0,40.12491499,-109.5174415
NY,US,03/24/2020,35,0,0,41.89027881,-74.26252104
OR,US,03/24/2020,2,0,0,45.59073056,-118.7353826
AZ,US,03/24/2020,0,2,0,0.0,0.0
AR,US,03/24/2020,13,1,0,0.0,0.0
CO,US,03/24/2020,5,0,0,0.0,0.0
FL,US,03/24/2020,0,1,0,0.0,0.0
GA,US,03/24/2020,81,17,0,0.0,0.0
HI,US,03/24/2020,20,0,0,0.0,0.0
IL,US,03/24/2020,0,4,0,0.0,0.0
IA,US,03/24/2020,2,0,0,0.0,0.0
KY,US,03/24/2020,46,0,0,0.0,0.0
LA,US,03/24/2020,12,1,0,0.0,0.0
MA,US,03/24/2020,85,9,0,0.0,0.0
MO,US,03/24/2020,6,0,0,0.0,0.0
MT,US,03/24/2020,6,0,0,0.0,0.0
NV,US,03/24/2020,15,0,0,0.0,0.0
NJ,US,03/24/2020,645,26,0,0.0,0.0
NY,US,03/24/2020,0,39,0,0.0,0.0
RI,US,03/24/2020,23,0,0,0.0,0.0
TN,US,03/24/2020,38,0,0,0.0,0.0
VT,US,03/24/2020,0,2,0,0.0,0.0
WA,US,03/24/2020,112,0,0,0.0,0.0
Wuhan Evacuee,US,03/24/2020,4,0,0,0.0,0.0
TN,US,03/24/2020,0,0,0,36.10890856,-82.43709629
AR,US,03/24/2020,1,0,0,33.16887091,-92.59746952
FL,US,03/24/2020,0,0,0,30.04412971,-82.37497443
GA,US,03/24/2020,0,0,0,34.82995757,-83.98967069
IL,US,03/24/2020,0,0,0,37.47119609,-89.25548938
IN,US,03/24/2020,0,0,0,39.62550777,-84.92497066
IA,US,03/24/2020,0,0,0,41.0277278,-94.24234847
KY,US,03/24/2020,0,0,0,37.66166713,-87.94300009
LA,US,03/24/2020,0,0,0,32.83121059,-92.3749373
MS,US,03/24/2020,1,0,0,34.49162015,-89.00776006
NJ,US,03/24/2020,246,0,0,40.65835409,-74.30680092
NM,US,03/24/2020,0,0,0,36.48126404,-103.4709624
NC,US,03/24/2020,18,0,0,34.98960527,-80.52955873
OH,US,03/24/2020,2,0,0,40.30016061,-83.37239023
OR,US,03/24/2020,1,0,0,45.30915495,-118.0068979
PA,US,03/24/2020,0,0,0,40.96188846,-77.05996014
SC,US,03/24/2020,0,0,0,34.68835752,-81.61730349
SD,US,03/24/2020,0,0,0,42.83112163,-96.6557828
TN,US,03/24/2020,0,0,0,36.28590426,-83.83651902
TX,US,03/24/2020,0,0,0,32.73706798,-94.93999853
WV,US,03/24/2020,0,0,0,38.89285061,-80.23689136
GA,US,03/24/2020,0,0,0,32.87920671,-84.30024826
TX,US,03/24/2020,0,0,0,31.36868194,-102.0423217
UT,US,03/24/2020,13,0,0,40.1166722,-111.6657662
