Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
NM,US,03/28/2020,93,0,0,35.05163625,-106.6703554
GA,US,03/28/2020,0,0,0,31.27590016,-83.22529920000002
MI,US,03/28/2020,22,0,0,41.95447397,-86.41313079999998
NC,US,03/28/2020,3,0,0,36.0688473,-76.96545943
AK,US,03/28/2020,0,0,0,60.90980451,-159.8561831
TX,US,03/28/2020,125,5,0,29.44928723,-98.52019748
AL,US,03/28/2020,0,0,0,32.99642064,-87.12511459999996
GA,US,03/28/2020,11,0,0,32.80904227,-83.70489165
LA,US,03/28/2020,3,1,0,32.34569994,-93.05398492
MT,US,03/28/2020,0,0,0,45.42335905,-107.492347
WY,US,03/28/2020,0,0,0,44.52405055,-107.9960365
MN,US,03/28/2020,1,0,0,45.42712824,-96.41403739
ND,US,03/28/2020,0,0,0,47.02366884,-103.3762965
ID,US,03/28/2020,1,0,0,43.21672879999999,-112.3978437
IA,US,03/28/2020,6,0,0,42.4704581,-92.30524729
IN,US,03/28/2020,0,0,0,40.47388153,-85.32499702
NC,US,03/28/2020,0,0,0,34.61296243,-78.56180059
ID,US,03/28/2020,99,2,0,43.4085812,-113.9752658
MT,US,03/28/2020,0,0,0,48.43175214,-108.9582723
NE,US,03/28/2020,0,0,0,41.91311716,-99.97677845
OK,US,03/28/2020,0,0,0,35.87518314,-98.43307003
PA,US,03/28/2020,2,0,0,40.47961444,-78.34917412
TX,US,03/28/2020,1,0,0,30.26640707,-98.3999852
VA,US,03/28/2020,0,0,0,37.13128068,-81.13599391
GA,US,03/28/2020,0,0,0,32.43829035,-83.33035166
TN,US,03/28/2020,2,0,0,35.59942968,-85.20611967
AL,US,03/28/2020,5,0,0,33.98210918,-86.56790593
TN,US,03/28/2020,9,0,0,35.68938198,-83.92847788
MN,US,03/28/2020,7,0,0,44.03554215,-94.06699781
ID,US,03/28/2020,0,0,0,43.98829931,-115.7309284
MS,US,03/28/2020,11,0,0,33.79696941,-90.87372121
MO,US,03/28/2020,1,0,0,37.32449052,-90.02725304
SD,US,03/28/2020,1,0,0,42.98914167,-97.88592746
IL,US,03/28/2020,0,0,0,38.88829622,-89.43534887
ID,US,03/28/2020,0,0,0,48.29996017,-116.6017932
ID,US,03/28/2020,1,0,0,43.38713372,-111.6161537
AR,US,03/28/2020,1,0,0,36.3084504,-93.09374925
IL,US,03/28/2020,0,0,0,42.32359279,-88.82345779
IN,US,03/28/2020,8,0,0,40.0509304,-86.46841646
IA,US,03/28/2020,1,0,0,42.03657094,-93.9313999
KY,US,03/28/2020,5,0,0,38.97065142,-84.72615357
MO,US,03/28/2020,49,1,0,38.99186229,-92.30723575
NE,US,03/28/2020,0,0,0,41.70759415,-98.06737183
WV,US,03/28/2020,0,0,0,38.01974191,-81.69888019
TX,US,03/28/2020,0,0,0,32.74363984,-101.4316509
TX,US,03/28/2020,0,0,0,31.89978581,-97.63613524
LA,US,03/28/2020,45,0,0,32.67932307,-93.60460152
VA,US,03/28/2020,1,0,0,37.55531756,-79.80982182
ND,US,03/28/2020,0,0,0,48.79106111,-100.8378166
CO,US,03/28/2020,76,1,0,40.09313619,-105.3546767
ID,US,03/28/2020,0,0,0,48.76684761,-116.4630179
KS,US,03/28/2020,3,0,0,37.85508555,-94.84865997
KY,US,03/28/2020,2,1,0,38.2054607,-84.21827874
TX,US,03/28/2020,3,0,0,33.44626922,-94.41834132
ND,US,03/28/2020,0,0,0,46.11285362,-103.5203343
NE,US,03/28/2020,0,0,0,42.22079243,-103.0878834
UT,US,03/28/2020,4,0,0,41.52106798,-113.0832816
KY,US,03/28/2020,0,0,0,38.36176608,-82.68652187
NE,US,03/28/2020,0,0,0,42.8997274,-98.76486568
KY,US,03/28/2020,0,0,0,37.62680923,-84.8633779
KY,US,03/28/2020,0,0,0,38.69158994,-84.08532444
FL,US,03/28/2020,1,0,0,29.95079741,-82.16611613
PA,US,03/28/2020,3,0,0,41.78869215,-76.51570822
AR,US,03/28/2020,4,0,0,33.46755808,-92.15980837
TN,US,03/28/2020,5,0,0,35.15739424,-84.857186
MI,US,03/28/2020,0,0,0,41.91600556,-85.05929476
GA,US,03/28/2020,0,0,0,31.19576557,-81.97743999
WV,US,03/28/2020,0,0,0,38.70036159,-80.72011184
TX,US,03/28/2020,61,0,0,29.18757369,-95.44563172
TX,US,03/28/2020,40,1,0,30.663644800000004,-96.30205577
KY,US,03/28/2020,2,0,0,37.52333168,-83.31959161
KY,US,03/28/2020,0,0,0,37.77377239,-86.42885017
IA,US,03/28/2020,0,0,0,42.77461496,-92.31795937
FL,US,03/28/2020,26,0,0,28.29409504,-80.73091022
TX,US,03/28/2020,0,0,0,29.81008251,-103.2520326
TX,US,03/28/2020,0,0,0,34.53026962,-101.2084947
MA,US,03/28/2020,179,1,0,41.79228404,-71.10872211
RI,US,03/28/2020,6,0,0,41.71018079,-71.28652315
VA,US,03/28/2020,1,0,0,36.6163024,-82.16359122
AK,US,03/28/2020,0,0,0,58.74513976,-156.701064
MT,US,03/28/2020,2,0,0,46.33277565,-111.4955813
NY,US,03/28/2020,0,0,0,40.85209301,-73.86282755
WV,US,03/28/2020,0,0,0,40.27367263,-80.57915332
SD,US,03/28/2020,1,0,0,44.36974375,-96.79079945
GA,US,03/28/2020,0,0,0,30.83922642,-83.58303423
TX,US,03/28/2020,0,0,0,27.03103197,-98.21808402
NY,US,03/28/2020,23,3,0,42.15903158,-75.81326086
CO,US,03/28/2020,13,0,0,39.95998787,-105.0566324
FL,US,03/28/2020,814,10,0,26.15184651,-80.48725556
IL,US,03/28/2020,0,0,0,39.96209138,-90.75068024
IN,US,03/28/2020,2,0,0,39.19605589,-86.22868909
KS,US,03/28/2020,0,0,0,39.82652589,-95.56421698
MN,US,03/28/2020,0,0,0,44.24205652,-94.72562874
NE,US,03/28/2020,0,0,0,42.43018907,-99.92904055
OH,US,03/28/2020,0,0,0,38.93416837,-83.86788395
SD,US,03/28/2020,2,0,0,45.58994323,-98.35165355
TX,US,03/28/2020,3,0,0,31.77430356,-98.99907113
WI,US,03/28/2020,6,0,0,44.4526553,-88.00411844
SD,US,03/28/2020,0,0,0,43.71756379,-99.08118954
NC,US,03/28/2020,12,0,0,34.070565,-78.22814204
VA,US,03/28/2020,0,0,0,36.76366949,-77.8593436
GA,US,03/28/2020,6,0,0,32.00979311,-81.44002948
OK,US,03/28/2020,1,0,0,33.96472458,-96.25903472
IA,US,03/28/2020,2,0,0,42.4709188,-91.83510825
MO,US,03/28/2020,3,0,0,39.65816401,-94.80138942
VA,US,03/28/2020,0,0,0,37.26818323,-82.03749726
VA,US,03/28/2020,0,0,0,37.57242268,-78.52518834
PA,US,03/28/2020,152,0,0,40.33682119,-75.10836643
IA,US,03/28/2020,0,0,0,42.73545875,-95.15100162
VA,US,03/28/2020,0,0,0,37.73484642,-79.35296097
NE,US,03/28/2020,4,0,0,40.85486962,-99.07500296
SD,US,03/28/2020,0,0,0,44.07657829,-99.20814467
WI,US,03/28/2020,0,0,0,44.37835084,-91.75332578
KY,US,03/28/2020,0,0,0,37.97162523,-85.68955617
GA,US,03/28/2020,0,0,0,32.39577406,-81.74811421
AL,US,03/28/2020,3,0,0,32.10030533,-85.71265535
NC,US,03/28/2020,17,0,0,35.61113393,-82.53305
IL,US,03/28/2020,1,0,0,41.40385234,-89.5283051
GA,US,03/28/2020,3,0,0,33.05917989,-81.99928721
NC,US,03/28/2020,4,0,0,35.74989637,-81.70755735
ND,US,03/28/2020,0,0,0,48.79094471,-102.5182117
ND,US,03/28/2020,28,0,0,46.97847375,-100.4645214
TX,US,03/28/2020,1,0,0,30.49273808,-96.62158484
NJ,US,03/28/2020,115,0,0,39.87681124,-74.66927768
TX,US,03/28/2020,1,0,0,30.78801353,-98.181887
WI,US,03/28/2020,0,0,0,45.86303537,-92.36711412
NE,US,03/28/2020,0,0,0,41.85056773,-96.32605633
AL,US,03/28/2020,1,0,0,31.75300095,-86.68057478
IA,US,03/28/2020,1,0,0,42.73172833,-92.79015971
KS,US,03/28/2020,3,0,0,37.78134351,-96.83878537
KY,US,03/28/2020,0,0,0,37.20946153,-86.68748787
MO,US,03/28/2020,0,0,0,36.71462476,-90.40421163
NE,US,03/28/2020,0,0,0,41.22703692,-97.13106306
OH,US,03/28/2020,25,0,0,39.44012838,-84.57388716
PA,US,03/28/2020,41,2,0,40.91152759,-79.91351055
CA,US,03/28/2020,5,0,0,39.66727762,-121.6005252
ID,US,03/28/2020,0,0,0,43.72592209,-113.1735463
SD,US,03/28/2020,0,0,0,44.90608745,-103.5079318
GA,US,03/28/2020,5,0,0,33.283094500000004,-83.95435040000002
NC,US,03/28/2020,31,2,0,35.3877799,-80.55267168
WV,US,03/28/2020,0,0,0,38.42424062,-82.23855912
UT,US,03/28/2020,5,0,0,41.72330587,-111.7443667
LA,US,03/28/2020,189,2,0,32.57991587,-93.88375652
OK,US,03/28/2020,1,0,0,35.17364557,-98.37534464
CA,US,03/28/2020,3,0,0,38.20537103,-120.552913
LA,US,03/28/2020,28,1,0,30.22931235,-93.35400434
KY,US,03/28/2020,0,0,0,37.14749129,-87.86948214
LA,US,03/28/2020,0,0,0,32.0902519,-92.11752148
MO,US,03/28/2020,0,0,0,39.65620858,-93.98308093
NC,US,03/28/2020,3,0,0,35.95204977,-81.54799522
TX,US,03/28/2020,1,0,0,29.83668859,-97.61814775
VT,US,03/28/2020,2,0,0,44.46548598,-72.10314651
AL,US,03/28/2020,3,0,0,33.77483727,-85.82630386
AR,US,03/28/2020,0,0,0,33.55598792,-92.49974403
FL,US,03/28/2020,0,0,0,30.40666734,-85.19394153
GA,US,03/28/2020,2,0,0,31.53169785,-84.62725131
IL,US,03/28/2020,0,0,0,39.16840183,-90.66330078
IA,US,03/28/2020,0,0,0,42.38521079,-94.64046046
MI,US,03/28/2020,11,0,0,42.24633834,-85.00493569
MS,US,03/28/2020,3,0,0,33.93683395,-89.33686647
SC,US,03/28/2020,1,0,0,33.66926881,-80.77722168
TX,US,03/28/2020,3,0,0,28.47048236,-96.61633945
WV,US,03/28/2020,0,0,0,38.84315422,-81.11934872
TX,US,03/28/2020,0,0,0,32.29760619,-99.37326312
MO,US,03/28/2020,6,0,0,38.83674754,-91.92186505
KY,US,03/28/2020,1,0,0,36.62093411,-88.2731593
WI,US,03/28/2020,1,0,0,44.0816316,-88.21780273
MD,US,03/28/2020,8,0,0,38.53961642,-76.56820632
ID,US,03/28/2020,0,0,0,43.46665742,-114.8065892
PA,US,03/28/2020,1,0,0,40.49527404,-78.71377428
GA,US,03/28/2020,2,0,0,30.92951916,-81.66601818
MO,US,03/28/2020,4,0,0,38.02199522,-92.76083747
NJ,US,03/28/2020,123,1,0,39.80343818,-74.96388753
NC,US,03/28/2020,0,0,0,36.33804939,-76.15568396
LA,US,03/28/2020,0,0,0,29.87592238,-93.19310676
PA,US,03/28/2020,1,0,0,41.43625568,-78.20376845
TX,US,03/28/2020,13,0,0,26.14524221,-97.48140372
TX,US,03/28/2020,0,0,0,32.97195142,-94.97790104
KY,US,03/28/2020,3,0,0,38.94384345,-84.37875208
SD,US,03/28/2020,0,0,0,45.77074915,-100.0510181
TN,US,03/28/2020,4,0,0,36.40355516,-84.15108559999999
VA,US,03/28/2020,0,0,0,37.20553386,-79.09678609
WY,US,03/28/2020,1,0,0,44.24886082,-105.5474404
OK,US,03/28/2020,11,0,0,35.5426055,-97.98465569
GA,US,03/28/2020,0,0,0,32.40209349,-82.07702563
TN,US,03/28/2020,3,0,0,35.80990797,-86.05738983
ID,US,03/28/2020,23,1,0,43.61970148,-116.7095499
MO,US,03/28/2020,5,0,0,37.38489388,-89.6843587
NJ,US,03/28/2020,7,0,0,39.15008829,-74.80170244
MT,US,03/28/2020,0,0,0,45.22850116,-109.0274047
PA,US,03/28/2020,3,0,0,40.91545395,-75.7068525
UT,US,03/28/2020,0,0,0,39.64834818,-110.5872512
WY,US,03/28/2020,3,0,0,41.69357844,-106.9326084
ID,US,03/28/2020,0,0,0,42.77149116,-111.5597683
KY,US,03/28/2020,0,0,0,36.85372876,-88.96692220000001
MN,US,03/28/2020,0,0,0,46.59180601,-92.67601019
MD,US,03/28/2020,1,0,0,38.87172293,-75.82904158
VA,US,03/28/2020,0,0,0,38.02679129,-77.34901405
AR,US,03/28/2020,0,0,0,36.34038560000001,-93.54270261
GA,US,03/28/2020,64,0,0,33.58138199,-85.07976677
IL,US,03/28/2020,1,0,0,42.06823429,-89.93395545
IN,US,03/28/2020,1,0,0,40.580783200000006,-86.56198812
IA,US,03/28/2020,1,0,0,42.03617207,-94.86032705
KY,US,03/28/2020,0,0,0,38.66599534,-85.12601074
MD,US,03/28/2020,10,0,0,39.56453592,-77.02373735
MS,US,03/28/2020,0,0,0,33.44834567,-89.91994479
MO,US,03/28/2020,0,0,0,39.42762566,-93.50626255
NH,US,03/28/2020,8,0,0,43.87498583,-71.20430216
OH,US,03/28/2020,3,0,0,40.5789686,-81.09178213
TN,US,03/28/2020,4,0,0,35.97366108,-88.45189331
VA,US,03/28/2020,0,0,0,36.73066666,-80.73455942
TX,US,03/28/2020,0,0,0,35.40365929,-101.3542669
NV,US,03/28/2020,5,0,0,39.15509045,-119.7480219
KY,US,03/28/2020,0,0,0,38.31690743,-83.05092385
MO,US,03/28/2020,2,0,0,36.94160441,-90.96051322
MT,US,03/28/2020,0,0,0,45.5197966,-104.5395536
OK,US,03/28/2020,1,0,0,34.25103751,-97.28552485
TN,US,03/28/2020,1,0,0,36.28969086,-82.12588974
NC,US,03/28/2020,7,0,0,34.8932941,-76.54120135
MN,US,03/28/2020,9,0,0,44.82017001,-93.8009918
MT,US,03/28/2020,7,0,0,47.30797024,-111.3467922
KY,US,03/28/2020,0,0,0,37.32533118,-84.92726209
IL,US,03/28/2020,0,0,0,39.96991073,-90.24734436
IN,US,03/28/2020,0,0,0,40.76135835,-86.34830753
IA,US,03/28/2020,0,0,0,41.33149454,-94.92792482
MI,US,03/28/2020,2,0,0,41.91522292,-85.99405727
MN,US,03/28/2020,1,0,0,46.95043611,-94.32603968
MO,US,03/28/2020,8,0,0,38.64789422,-94.353399
NE,US,03/28/2020,2,0,0,40.90899107,-96.13971217
ND,US,03/28/2020,18,1,0,46.93201724,-97.2444719
TX,US,03/28/2020,2,0,0,33.07499881,-94.34646905
ID,US,03/28/2020,1,0,0,42.28347888,-113.6012409
TX,US,03/28/2020,8,0,0,34.53016752,-102.2617243
NC,US,03/28/2020,1,0,0,36.39312665,-79.33353281
LA,US,03/28/2020,1,1,0,31.66778967,-91.84526385
NC,US,03/28/2020,10,0,0,35.66211129,-81.2132617
GA,US,03/28/2020,1,0,0,34.89872298,-85.13757014
NM,US,03/28/2020,0,0,0,33.91514144,-108.4046587
NY,US,03/28/2020,1,0,0,42.24778241,-78.67923096
ND,US,03/28/2020,0,0,0,48.77286211,-98.46685243
NY,US,03/28/2020,2,0,0,42.91261714,-76.55731592
MD,US,03/28/2020,13,0,0,39.56647682,-75.94627411
IA,US,03/28/2020,6,0,0,41.77233777,-91.13246684
MO,US,03/28/2020,0,0,0,37.72391475,-93.85445441
NE,US,03/28/2020,0,0,0,42.5988851,-97.25311951
PA,US,03/28/2020,15,0,0,40.92058903,-77.82200624
IA,US,03/28/2020,4,0,0,43.08177563,-93.2612239
CO,US,03/28/2020,5,1,0,38.74745778,-106.19265729999998
AL,US,03/28/2020,17,0,0,32.91360079,-85.39072749
TX,US,03/28/2020,3,0,0,29.70972016,-94.67154501
IL,US,03/28/2020,11,0,0,40.13919438,-88.20046615
OH,US,03/28/2020,2,0,0,40.13923427,-83.76875242
MO,US,03/28/2020,1,0,0,39.51499357,-92.9629191
MD,US,03/28/2020,21,0,0,38.51092331,-76.98580666
VA,US,03/28/2020,1,0,0,37.35358063,-77.05634116
SD,US,03/28/2020,1,0,0,43.20660134,-98.58856175
SC,US,03/28/2020,108,1,0,32.82487866,-79.96512315
MI,US,03/28/2020,4,0,0,45.37790017,-85.19614053
FL,US,03/28/2020,12,0,0,26.90131002,-81.92949121
VA,US,03/28/2020,0,0,0,37.01909701,-78.66314092
VA,US,03/28/2020,12,0,0,38.03527919,-78.48569588
GA,US,03/28/2020,1,0,0,30.78371028,-82.13951596
KS,US,03/28/2020,0,0,0,38.30292938,-96.59563862
NE,US,03/28/2020,0,0,0,40.5237198,-101.6978026
GA,US,03/28/2020,15,0,0,32.00043026,-81.12489526
NC,US,03/28/2020,12,0,0,35.70394416,-79.25541492
GA,US,03/28/2020,1,0,0,32.34341231,-84.78809239
GA,US,03/28/2020,1,0,0,34.47197698,-85.34535662
KS,US,03/28/2020,0,0,0,37.14994405,-96.2454192
NY,US,03/28/2020,5,0,0,42.22769210000001,-79.36691763
NM,US,03/28/2020,7,0,0,33.36406072,-104.4665365
TN,US,03/28/2020,7,0,0,36.26136216,-87.08903581
MI,US,03/28/2020,0,0,0,45.44787015,-84.50122149
WA,US,03/28/2020,13,1,0,47.87046092,-120.6173956
NY,US,03/28/2020,12,0,0,42.13891056,-76.7638805
NY,US,03/28/2020,8,0,0,42.49430041,-75.60887553
AL,US,03/28/2020,1,0,0,34.17805983,-85.60638968
GA,US,03/28/2020,52,1,0,34.24393976,-84.47431861
IA,US,03/28/2020,0,0,0,42.73538914,-95.62389402
KS,US,03/28/2020,2,0,0,37.16928494,-94.8462897
NC,US,03/28/2020,4,0,0,35.1349263,-84.05970864
OK,US,03/28/2020,1,0,0,35.90692775,-94.99980896
SC,US,03/28/2020,0,0,0,35.05122251,-81.61828622
TX,US,03/28/2020,1,0,0,31.837258,-95.16559897
NE,US,03/28/2020,0,0,0,42.54502621,-101.1244332
VA,US,03/28/2020,7,0,0,36.67670048,-76.30545744
NH,US,03/28/2020,2,0,0,42.92015988,-72.25311043
PA,US,03/28/2020,116,0,0,39.97291773,-75.74768357
SC,US,03/28/2020,2,0,0,34.69249168,-81.1583216
TN,US,03/28/2020,2,0,0,35.42527478,-88.6095842
SC,US,03/28/2020,4,0,0,34.64137396,-80.15640140000002
VA,US,03/28/2020,12,0,0,37.37373208,-77.58680140000001
CO,US,03/28/2020,0,0,0,38.82777431,-102.6032558
KS,US,03/28/2020,0,0,0,39.78580976,-101.7318201
NE,US,03/28/2020,0,0,0,41.21999357,-102.9941693
IA,US,03/28/2020,0,0,0,43.06001295,-92.31773347
MS,US,03/28/2020,10,0,0,33.91983202,-88.9481545
AR,US,03/28/2020,1,0,0,33.26458973,-91.29539209
TX,US,03/28/2020,0,0,0,34.529304100000004,-100.2077916
AL,US,03/28/2020,7,0,0,32.85044126,-86.7173256
MI,US,03/28/2020,0,0,0,46.29552653,-84.54353449
MN,US,03/28/2020,0,0,0,45.02343421,-95.56403693
WI,US,03/28/2020,4,0,0,45.06939744,-91.28068855
MN,US,03/28/2020,1,0,0,45.5021011,-92.90861945
VT,US,03/28/2020,105,4,0,44.46322849,-73.08359212
AL,US,03/28/2020,1,0,0,32.02227341,-88.26564429999998
MS,US,03/28/2020,4,0,0,33.34598242,-89.24809382
OK,US,03/28/2020,1,0,0,34.02807439,-95.54771129
MT,US,03/28/2020,0,0,0,47.88084126,-110.4353362
NC,US,03/28/2020,0,0,0,36.12908077,-76.60118385
IL,US,03/28/2020,1,0,0,39.54581621,-89.27780482
KY,US,03/28/2020,2,0,0,36.89267803,-87.49055367
MO,US,03/28/2020,7,0,0,36.9711783,-93.18537118
NV,US,03/28/2020,0,0,0,39.58105744,-118.3394607
NM,US,03/28/2020,2,0,0,34.91131525,-107.998876
OK,US,03/28/2020,0,0,0,36.74817177,-102.5173885
FL,US,03/28/2020,14,1,0,28.84804315,-82.47614748
OR,US,03/28/2020,36,2,0,45.18787398,-122.2179634
LA,US,03/28/2020,4,0,0,32.82308512,-92.99526883
MS,US,03/28/2020,0,0,0,31.97061673,-90.90702196
TN,US,03/28/2020,2,0,0,36.48319149,-83.65947309
WA,US,03/28/2020,5,0,0,48.04754642,-123.9226319
MI,US,03/28/2020,1,0,0,43.98794227,-84.84819859999998
SC,US,03/28/2020,7,1,0,33.66610974,-80.21647898
PA,US,03/28/2020,1,0,0,41.19265812,-79.42413524
AR,US,03/28/2020,18,0,0,34.04613432,-93.17484713
ID,US,03/28/2020,0,0,0,44.28496071,-112.3505704
IL,US,03/28/2020,0,0,0,39.33425789,-87.78705622
IN,US,03/28/2020,18,0,0,38.48015445,-85.70510334
KS,US,03/28/2020,0,0,0,37.23577007,-99.81883015
KY,US,03/28/2020,2,0,0,37.9689263,-84.14615986
MO,US,03/28/2020,0,0,0,40.41040752,-91.73661677
NV,US,03/28/2020,443,10,0,36.21458855,-115.0130241
OH,US,03/28/2020,2,0,0,39.91592258,-83.78498252
SD,US,03/28/2020,0,0,0,44.85834507,-97.72925109
WA,US,03/28/2020,82,6,0,45.77568046,-122.4829204
WI,US,03/28/2020,3,0,0,44.73483377,-90.61207486
AL,US,03/28/2020,0,0,0,31.68099859,-87.83548597
GA,US,03/28/2020,35,2,0,33.95436462,-83.37124007
IA,US,03/28/2020,0,0,0,41.02868181,-93.78499767
MS,US,03/28/2020,1,0,0,32.04158545,-88.68896219999998
VA,US,03/28/2020,0,0,0,39.11271747,-77.99199425
OR,US,03/28/2020,3,0,0,45.99712889,-123.660711
AL,US,03/28/2020,2,0,0,33.26984193,-85.85836077
AR,US,03/28/2020,0,0,0,36.36826212,-90.4148172
FL,US,03/28/2020,24,4,0,29.98319144,-81.85609986
GA,US,03/28/2020,0,0,0,31.62221166,-84.97713865
IL,US,03/28/2020,0,0,0,38.75388572,-88.48914513
IN,US,03/28/2020,0,0,0,39.39561833,-87.11723506
IA,US,03/28/2020,0,0,0,43.08247182,-95.15096481
KS,US,03/28/2020,1,0,0,39.34948772,-97.16518128
KY,US,03/28/2020,0,0,0,37.16451126,-83.712575
MN,US,03/28/2020,4,0,0,46.89289518,-96.48761922
MS,US,03/28/2020,2,0,0,33.65358105,-88.77784255
MO,US,03/28/2020,10,0,0,39.31132056,-94.41850862
NE,US,03/28/2020,0,0,0,40.52439441,-98.05126296
NC,US,03/28/2020,0,0,0,35.05704275,-83.74353633
SD,US,03/28/2020,0,0,0,42.91296147,-96.97656917
TN,US,03/28/2020,0,0,0,36.55151008,-85.53930419
TX,US,03/28/2020,0,0,0,33.78686685,-98.20771198
WV,US,03/28/2020,0,0,0,38.46231092,-81.07652217
GA,US,03/28/2020,57,1,0,33.54187245,-84.35594188
IA,US,03/28/2020,1,0,0,42.84443388,-91.34133693
CO,US,03/28/2020,3,0,0,39.68864463,-105.6463118
PA,US,03/28/2020,2,0,0,41.00110782,-78.47592663
ID,US,03/28/2020,0,0,0,46.67459924,-115.6622393
MN,US,03/28/2020,1,0,0,47.57992111,-95.37790562
AL,US,03/28/2020,4,0,0,33.67679204,-85.52005899
AR,US,03/28/2020,50,1,0,35.53864922,-92.02640019
OH,US,03/28/2020,8,0,0,39.04847534,-84.15375786
AR,US,03/28/2020,5,0,0,33.89723187,-92.18537045
NC,US,03/28/2020,3,0,0,35.33553364,-81.55204486
OK,US,03/28/2020,46,5,0,35.20413532,-97.32519562
GA,US,03/28/2020,1,0,0,30.91395822,-82.70432472
IL,US,03/28/2020,5,0,0,38.60704876,-89.42385254
IN,US,03/28/2020,1,0,0,40.30319754,-86.47277257
IA,US,03/28/2020,1,0,0,41.89981633,-90.53275096
KY,US,03/28/2020,0,0,0,36.72581156,-85.13377529
MI,US,03/28/2020,13,0,0,42.94400871,-84.60145248
MO,US,03/28/2020,1,0,0,39.6013098,-94.40465394
NY,US,03/28/2020,12,0,0,44.74530905,-73.67875352
OH,US,03/28/2020,3,0,0,39.41485808,-83.80852286
PA,US,03/28/2020,0,0,0,41.23255967,-77.63785995
KS,US,03/28/2020,0,0,0,39.48028352,-97.64925343
MS,US,03/28/2020,18,0,0,34.22772299,-90.60415045
OK,US,03/28/2020,0,0,0,34.58840127,-96.29798747
GA,US,03/28/2020,181,8,0,33.94243204,-84.5761255
AZ,US,03/28/2020,3,0,0,31.87934684,-109.7516088
TX,US,03/28/2020,0,0,0,33.60425307,-102.8284499
TN,US,03/28/2020,1,0,0,35.9278914,-83.11828725
AZ,US,03/28/2020,56,2,0,35.83883429,-111.7707178
SD,US,03/28/2020,2,0,0,44.97788119,-97.18827677
AL,US,03/28/2020,0,0,0,31.39932826,-85.98901039
GA,US,03/28/2020,3,0,0,31.54892966,-82.85492059999999
TN,US,03/28/2020,0,0,0,35.49090731,-86.07311784
KS,US,03/28/2020,5,0,0,38.2365018,-95.73379515
TX,US,03/28/2020,0,0,0,31.88911733,-100.5297533
AL,US,03/28/2020,1,0,0,34.69847452,-87.80168544
MO,US,03/28/2020,17,0,0,38.50455671,-92.27860244
TX,US,03/28/2020,0,0,0,31.76736834,-99.45240766
IL,US,03/28/2020,0,0,0,39.51949084,-88.22358557
NE,US,03/28/2020,0,0,0,41.57486951,-97.0868542
NM,US,03/28/2020,0,0,0,36.60569702,-104.64726740000002
SC,US,03/28/2020,4,0,0,32.87582989,-80.67641292
FL,US,03/28/2020,92,0,0,26.11091986,-81.34687065
TX,US,03/28/2020,118,1,0,33.18820114,-96.57264368
TX,US,03/28/2020,0,0,0,34.96489496,-100.2700111
VA,US,03/28/2020,0,0,0,37.26420587,-77.39609676
TX,US,03/28/2020,0,0,0,29.622098,-96.5273805
GA,US,03/28/2020,5,0,0,31.18810588,-83.7677946
AR,US,03/28/2020,1,0,0,33.21230701,-93.22642793
FL,US,03/28/2020,3,0,0,30.22509788,-82.62160164
GA,US,03/28/2020,12,0,0,33.54534185,-82.263524
NY,US,03/28/2020,30,1,0,42.24819348,-73.63089095
OR,US,03/28/2020,1,0,0,45.94464254,-123.0890898
PA,US,03/28/2020,4,0,0,41.04821986,-76.40565017
WA,US,03/28/2020,1,0,0,46.29442881,-117.9051983
WI,US,03/28/2020,7,0,0,43.46492199,-89.33589004
OH,US,03/28/2020,9,1,0,40.76932373,-80.78094576
NC,US,03/28/2020,2,0,0,34.26744084,-78.65801424
CA,US,03/28/2020,1,0,0,39.17881957,-122.2331726
TX,US,03/28/2020,9,1,0,29.80811278,-98.27647225
KS,US,03/28/2020,0,0,0,37.19114520000001,-99.27113247
OK,US,03/28/2020,6,0,0,34.65973764,-98.47195055
TX,US,03/28/2020,1,0,0,31.94854689,-98.55876441
TX,US,03/28/2020,0,0,0,31.32635934,-99.86473038
LA,US,03/28/2020,0,0,0,31.44817835,-91.63814433
AL,US,03/28/2020,0,0,0,31.43401703,-86.99320044
CO,US,03/28/2020,0,0,0,37.201606,-106.19174879999998
CA,US,03/28/2020,168,2,0,37.91923498,-121.9289527
WY,US,03/28/2020,1,0,0,42.97272268,-105.5081848
AR,US,03/28/2020,1,0,0,35.26205537,-92.70506566
GA,US,03/28/2020,0,0,0,31.16068491,-83.42947229
IL,US,03/28/2020,2613,28,0,41.84144849,-87.81658794
MN,US,03/28/2020,0,0,0,47.90504893,-90.52629546
TX,US,03/28/2020,0,0,0,33.63979567,-97.21240912
MO,US,03/28/2020,1,0,0,38.844478,-92.80896081
NH,US,03/28/2020,0,0,0,44.69063265,-71.30633239
OR,US,03/28/2020,0,0,0,43.17406868,-124.0594514
AL,US,03/28/2020,2,0,0,32.93690146,-86.24847739
MS,US,03/28/2020,8,0,0,31.86977774,-90.44565118
SD,US,03/28/2020,0,0,0,45.70889983,-101.1970473
NY,US,03/28/2020,7,0,0,42.59509207,-76.07048931
TX,US,03/28/2020,1,0,0,31.39078397,-97.79936155
OH,US,03/28/2020,4,0,0,40.30096166,-81.91729018
CO,US,03/28/2020,1,0,0,37.27732493,-105.4276548
TX,US,03/28/2020,0,0,0,34.07783319,-100.2785062
OK,US,03/28/2020,0,0,0,34.28845626,-98.37053567
MN,US,03/28/2020,0,0,0,44.00715262,-95.18138802
