Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
US,2020-03-26 23:48:35,0,0,0,33.05867328,-82.41609057
US,2020-03-26 23:48:35,2,0,0,43.82078483,-112.3131749
US,2020-03-26 23:48:35,0,0,0,38.29980057,-88.9240025
US,2020-03-26 23:48:35,0,0,0,38.78576239,-85.43633383
US,2020-03-26 23:48:35,0,0,0,41.03192394,-91.94849466
US,2020-03-26 23:48:35,1,0,0,39.2347941,-95.38289232
US,2020-03-26 23:48:35,35,2,0,38.18664655,-85.65931031
US,2020-03-26 23:48:35,458,12,0,29.74075478,-90.11115756
US,2020-03-26 23:48:35,0,0,0,31.73397872,-91.03764977
US,2020-03-26 23:48:35,10,0,0,38.25926778,-90.53870896
US,2020-03-26 23:48:35,1,0,0,46.14907081,-112.094396
US,2020-03-26 23:48:35,0,0,0,40.17584531,-97.142601
US,2020-03-26 23:48:35,4,0,0,44.04200959,-75.94653457
US,2020-03-26 23:48:35,1,0,0,40.38614126,-80.76259514
US,2020-03-26 23:48:35,0,0,0,34.11130184,-97.83182974
US,2020-03-26 23:48:35,0,0,0,44.62806839,-121.17832
US,2020-03-26 23:48:35,0,0,0,41.12913106,-78.9986361
US,2020-03-26 23:48:35,4,0,0,36.04818632,-83.45148924
US,2020-03-26 23:48:35,7,1,0,29.8832777,-94.16434171
US,2020-03-26 23:48:35,11,0,0,47.75003077,-123.56097040000002
US,2020-03-26 23:48:35,3,0,0,39.30776166,-77.86014147
US,2020-03-26 23:48:35,5,0,0,43.02054068,-88.77529134
US,2020-03-26 23:48:35,1,0,0,30.26896765,-92.81210004
US,2020-03-26 23:48:35,0,0,0,31.56884708,-89.82670990000004
US,2020-03-26 23:48:35,0,0,0,32.79248718,-81.96040187
US,2020-03-26 23:48:35,4,0,0,38.99588883,-85.62710784
US,2020-03-26 23:48:35,0,0,0,44.06637798,-98.62965972
US,2020-03-26 23:48:35,0,0,0,42.68891267,-114.2655033
US,2020-03-26 23:48:35,0,0,0,39.08869046,-90.35393073
US,2020-03-26 23:48:35,1,0,0,37.87119786,-84.58252003
US,2020-03-26 23:48:35,0,0,0,39.78470589,-98.21820662
US,2020-03-26 23:48:35,0,0,0,27.04453923,-98.69681870000001
US,2020-03-26 23:48:35,0,0,0,27.73103938,-98.0904705
US,2020-03-26 23:48:35,1,0,0,42.36542373,-90.21094405
US,2020-03-26 23:48:35,0,0,0,35.56759135,-93.46036368
US,2020-03-26 23:48:35,0,0,0,32.70211082,-82.66166794
US,2020-03-26 23:48:35,0,0,0,37.45939802,-88.88165419
US,2020-03-26 23:48:35,36,3,0,39.48994426,-86.10149107
US,2020-03-26 23:48:35,49,0,0,41.67169354,-91.58754744
US,2020-03-26 23:48:35,59,1,0,38.88548175,-94.82250877
US,2020-03-26 23:48:35,0,0,0,37.85106355,-82.8264322
US,2020-03-26 23:48:35,8,0,0,38.74719601,-93.80691168
US,2020-03-26 23:48:35,0,0,0,40.39257596,-96.26522753
US,2020-03-26 23:48:35,0,0,0,36.45523950000001,-81.84886538
US,2020-03-26 23:48:35,3,0,0,32.37877812,-97.36615819
US,2020-03-26 23:48:35,1,0,0,44.04057166,-106.58451740000001
US,2020-03-26 23:48:35,9,0,0,35.51745004,-78.36622717
US,2020-03-26 23:48:35,0,0,0,34.31440473,-96.66011537
US,2020-03-26 23:48:35,1,0,0,33.02512137,-83.56019163
US,2020-03-26 23:48:35,0,0,0,42.12118609,-91.13139641
US,2020-03-26 23:48:35,1,0,0,31.62257767,-89.16896899999998
US,2020-03-26 23:48:35,0,0,0,35.02254606,-77.35870791
US,2020-03-26 23:48:35,0,0,0,43.96278565,-100.6940008
US,2020-03-26 23:48:35,0,0,0,32.73997145,-99.87861576
US,2020-03-26 23:48:35,4,0,0,42.3665549,-123.5561938
US,2020-03-26 23:48:35,0,0,0,39.70208397,-112.78092450000001
US,2020-03-26 23:48:35,0,0,0,47.04581276,-110.26606880000001
US,2020-03-26 23:48:35,2,0,0,58.45031811,-134.200436
US,2020-03-26 23:48:35,1,0,0,43.92456975,-90.11120239
US,2020-03-26 23:48:35,1,0,0,40.53358749,-77.39975129999998
US,2020-03-26 23:48:35,10,0,0,42.24542231,-85.53038622
US,2020-03-26 23:48:35,0,0,0,21.17882515,-156.9583592
US,2020-03-26 23:48:35,2,0,0,44.68512729,-85.09085699
US,2020-03-26 23:48:35,0,0,0,45.9459309,-93.29275192
US,2020-03-26 23:48:35,5,0,0,38.33860077,-81.52857054
US,2020-03-26 23:48:35,1,0,0,45.1526059,-95.00586446
US,2020-03-26 23:48:35,38,1,0,41.93842729,-88.42861412
US,2020-03-26 23:48:35,0,0,0,37.28507306,-111.88617520000001
US,2020-03-26 23:48:35,6,0,0,41.13746989,-87.86205334
US,2020-03-26 23:48:35,64,0,0,39.0997,-94.5786
US,2020-03-26 23:48:35,1,0,0,28.90705334,-97.85960149
US,2020-03-26 23:48:35,2,0,0,22.03935037,-159.5966786
US,2020-03-26 23:48:35,2,0,0,32.599141700000004,-96.28734728
US,2020-03-26 23:48:35,11,0,0,36.81799745,-97.14421435
US,2020-03-26 23:48:35,0,0,0,40.50663314,-98.94877182
US,2020-03-26 23:48:35,0,0,0,38.00017981,-101.32168100000001
US,2020-03-26 23:48:35,0,0,0,41.19930341,-101.66201640000001
US,2020-03-26 23:48:35,0,0,0,32.75462946,-88.64105766
US,2020-03-26 23:48:35,4,0,0,60.24429722,-151.53888840000005
US,2020-03-26 23:48:35,6,0,0,41.59081014,-88.42869583
US,2020-03-26 23:48:35,3,0,0,29.94414155,-98.7113588
US,2020-03-26 23:48:35,0,0,0,26.92601662,-97.66413984
US,2020-03-26 23:48:35,6,0,0,44.40759555,-69.76738544
US,2020-03-26 23:48:35,19,0,0,42.57639354,-88.04051686
US,2020-03-26 23:48:35,17,0,0,39.08646628,-75.56884914
US,2020-03-26 23:48:35,1,0,0,39.24976208,-76.04741541
US,2020-03-26 23:48:35,41,1,0,43.03197711,-85.54934642
US,2020-03-26 23:48:35,9,0,0,41.67106337,-71.57641596
US,2020-03-26 23:48:35,0,0,0,33.18104136,-100.7780939
US,2020-03-26 23:48:35,8,0,0,38.93950319,-84.53241199
US,2020-03-26 23:48:35,0,0,0,41.33649833,-92.1785067
US,2020-03-26 23:48:35,29,0,0,35.34329425,-118.72777959999999
US,2020-03-26 23:48:35,0,0,0,30.06040006,-99.34930144
US,2020-03-26 23:48:35,63,1,0,34.33988254,-80.58763164
US,2020-03-26 23:48:35,11,0,0,55.57445008,-130.975561
US,2020-03-26 23:48:35,0,0,0,44.51727459,-87.61468386
US,2020-03-26 23:48:35,0,0,0,47.63197653,-88.41434263
US,2020-03-26 23:48:35,0,0,0,42.87990694,-99.71343729
US,2020-03-26 23:48:35,0,0,0,46.97830064,-99.77507857
US,2020-03-26 23:48:35,0,0,0,41.19774275,-103.7148131
US,2020-03-26 23:48:35,0,0,0,30.48678918,-99.74856473
US,2020-03-26 23:48:35,0,0,0,33.61643847,-100.2558057
US,2020-03-26 23:48:35,1577,109,0,47.49137892,-121.8346131
US,2020-03-26 23:48:35,0,0,0,38.26818502,-77.15852768
US,2020-03-26 23:48:35,0,0,0,37.70965316,-77.09384941
US,2020-03-26 23:48:35,0,0,0,37.71044922,-76.88689628
US,2020-03-26 23:48:35,0,0,0,35.94530008,-97.94193268
US,2020-03-26 23:48:35,0,0,0,37.55909527,-98.13638678
US,2020-03-26 23:48:35,0,0,0,36.07409056,-119.8159973
US,2020-03-26 23:48:35,0,0,0,40.636182500000004,-73.94935552
US,2020-03-26 23:48:35,0,0,0,44.36956169,-97.4913945
US,2020-03-26 23:48:35,0,0,0,29.34967888,-100.41866379999999
US,2020-03-26 23:48:35,0,0,0,38.43260896,-102.7392145
US,2020-03-26 23:48:35,0,0,0,37.55848695,-99.2856537
US,2020-03-26 23:48:35,0,0,0,34.91671958,-98.97720696
US,2020-03-26 23:48:35,1,0,0,39.30497777,-102.60221990000001
US,2020-03-26 23:48:35,33,0,0,47.63479026,-122.6436061
US,2020-03-26 23:48:35,8,0,0,47.12521214,-120.67943899999999
US,2020-03-26 23:48:35,0,0,0,48.77754106,-96.78317184
US,2020-03-26 23:48:35,1,0,0,42.68762984,-121.64964609999998
US,2020-03-26 23:48:35,0,0,0,27.42435506,-97.69894948
US,2020-03-26 23:48:35,7,0,0,45.87325839,-120.7913598
US,2020-03-26 23:48:35,0,0,0,37.35388197,-82.94981134
US,2020-03-26 23:48:35,0,0,0,40.93148779,-90.21330340000002
US,2020-03-26 23:48:35,0,0,0,38.68861576,-87.4194665
US,2020-03-26 23:48:35,0,0,0,36.89225732,-83.85403396
US,2020-03-26 23:48:35,1,0,0,44.11486325,-69.10529169
US,2020-03-26 23:48:35,0,0,0,40.12699751,-92.14780832
US,2020-03-26 23:48:35,2,0,0,42.63758421,-97.89178836
US,2020-03-26 23:48:35,2,0,0,40.39830217,-82.42027563
US,2020-03-26 23:48:35,26,0,0,35.99508821,-83.94635435
US,2020-03-26 23:48:35,0,0,0,33.60519951,-99.74229059999999
US,2020-03-26 23:48:35,0,0,0,57.65529415,-153.7493579
US,2020-03-26 23:48:35,0,0,0,48.24539665,-93.78352843
US,2020-03-26 23:48:35,9,0,0,47.67282258,-116.7020872
US,2020-03-26 23:48:35,0,0,0,41.24521668,-85.86312322
US,2020-03-26 23:48:35,1,0,0,43.20405458,-94.20691791
US,2020-03-26 23:48:35,0,0,0,62.15429159999999,-163.39678830000003
US,2020-03-26 23:48:35,12,0,0,43.90632465,-91.11451093
US,2020-03-26 23:48:35,2,0,0,33.72854224,-113.98100290000001
US,2020-03-26 23:48:35,5,0,0,37.28632032,-107.8429014
US,2020-03-26 23:48:35,0,0,0,28.34453111,-99.09908775
US,2020-03-26 23:48:35,0,0,0,41.64232188,-85.42674232
US,2020-03-26 23:48:35,0,0,0,46.45681054,-98.53542355
US,2020-03-26 23:48:35,2,0,0,41.54366008,-86.74072188
US,2020-03-26 23:48:35,3,0,0,41.34426129999999,-88.88633881
US,2020-03-26 23:48:35,0,0,0,31.67884782,-92.15907765
US,2020-03-26 23:48:35,0,0,0,37.19113093,-95.29849679
US,2020-03-26 23:48:35,0,0,0,44.9973857,-96.17488219
US,2020-03-26 23:48:35,28,2,0,41.43564672,-75.60379201
US,2020-03-26 23:48:35,0,0,0,37.65896829,-92.5888493
US,2020-03-26 23:48:35,0,0,0,33.24116713,-93.60677071
US,2020-03-26 23:48:35,0,0,0,29.98484137,-83.18166636
US,2020-03-26 23:48:35,30,0,0,30.2049055,-92.06959876
US,2020-03-26 23:48:35,10,0,0,34.35687874,-89.48490961
US,2020-03-26 23:48:35,2,0,0,39.06986886,-93.78076396
US,2020-03-26 23:48:35,0,0,0,42.66005229,-90.1317729
US,2020-03-26 23:48:35,28,1,0,29.52470226,-90.40976986
US,2020-03-26 23:48:35,0,0,0,39.10124298,-122.75362439999999
US,2020-03-26 23:48:35,0,0,0,39.20278823,-106.35556969999999
US,2020-03-26 23:48:35,25,0,0,28.76202069,-81.7125123
US,2020-03-26 23:48:35,139,0,0,42.3224907,-88.00367925
US,2020-03-26 23:48:35,31,0,0,41.41874274,-87.38277575
US,2020-03-26 23:48:35,0,0,0,43.99050893,-85.802173
US,2020-03-26 23:48:35,0,0,0,47.64270764,-91.44557998
US,2020-03-26 23:48:35,0,0,0,47.64514965,-114.0898013
US,2020-03-26 23:48:35,19,0,0,41.69710807,-81.23676539
US,2020-03-26 23:48:35,0,0,0,42.79246693,-120.38501629999999
US,2020-03-26 23:48:35,0,0,0,44.02193107,-97.12926365
US,2020-03-26 23:48:35,0,0,0,36.34180170000001,-89.48921915
US,2020-03-26 23:48:35,0,0,0,58.62403337,-156.21405890000003
US,2020-03-26 23:48:35,0,0,0,48.77217001,-94.90274472
US,2020-03-26 23:48:35,1,0,0,33.77995024,-88.09668032
US,2020-03-26 23:48:35,3,0,0,33.07841647,-84.14263877
US,2020-03-26 23:48:35,4,0,0,31.20572971,-89.5077704
US,2020-03-26 23:48:35,1,0,0,33.66981763,-95.57404777
US,2020-03-26 23:48:35,0,0,0,34.06859623,-102.35162890000001
US,2020-03-26 23:48:35,5,0,0,44.60353043,-72.64356694
US,2020-03-26 23:48:35,0,0,0,31.19531316,-98.24206613
US,2020-03-26 23:48:35,3,0,0,40.78416049,-96.68777155
US,2020-03-26 23:48:35,21,0,0,40.03904563,-76.24770128
US,2020-03-26 23:48:35,6,0,0,34.68270843,-80.70513032
US,2020-03-26 23:48:35,0,0,0,37.71889653,-76.46400482
US,2020-03-26 23:48:35,0,0,0,39.933223299999995,-117.03970749999999
US,2020-03-26 23:48:35,0,0,0,38.48119447,-100.46607540000001
US,2020-03-26 23:48:35,7,1,0,43.93727035,-122.847753
US,2020-03-26 23:48:35,0,0,0,45.26271619,-89.07483625
US,2020-03-26 23:48:35,0,0,0,31.03828570000001,-83.06472457
US,2020-03-26 23:48:35,3,0,0,43.09052506,-83.22153148
US,2020-03-26 23:48:35,14,0,0,41.30702520000001,-104.6887497
US,2020-03-26 23:48:35,61,1,0,40.66671597,-105.4625784
US,2020-03-26 23:48:35,0,0,0,37.54567114,-85.70138352
US,2020-03-26 23:48:35,0,0,0,37.3153406,-104.03764579999999
US,2020-03-26 23:48:35,0,0,0,40.67311306,-120.59350990000002
US,2020-03-26 23:48:35,0,0,0,46.81587887,-116.71136979999999
US,2020-03-26 23:48:35,0,0,0,34.87844729,-95.25215049
US,2020-03-26 23:48:35,9,0,0,34.90171875,-87.65624729
US,2020-03-26 23:48:35,3,0,0,32.40419769,-88.66229662
US,2020-03-26 23:48:35,0,0,0,35.75893438,-89.63015909999999
US,2020-03-26 23:48:35,1,0,0,37.10975748,-84.11321779
US,2020-03-26 23:48:35,7,0,0,32.46325233,-82.92221316
US,2020-03-26 23:48:35,0,0,0,34.48244419,-82.00490796
US,2020-03-26 23:48:35,1,0,0,29.38508402,-96.93186692
US,2020-03-26 23:48:35,3,0,0,34.52041498,-87.31069453
US,2020-03-26 23:48:35,1,0,0,36.04188196,-91.10867198
US,2020-03-26 23:48:35,0,0,0,38.71987914,-87.72884035
US,2020-03-26 23:48:35,2,0,0,38.84112637,-86.48361629
US,2020-03-26 23:48:35,0,0,0,38.07136018,-82.72882223
US,2020-03-26 23:48:35,5,0,0,31.55147224,-90.10841127
US,2020-03-26 23:48:35,0,0,0,37.10626634,-93.83293097
US,2020-03-26 23:48:35,1,0,0,38.59743452,-82.53466552
US,2020-03-26 23:48:35,1,0,0,40.99206278,-80.33393706
US,2020-03-26 23:48:35,0,0,0,44.35919441,-103.79294279999999
US,2020-03-26 23:48:35,0,0,0,35.21675201,-87.39787695
US,2020-03-26 23:48:35,0,0,0,34.89851864,-94.70392124
US,2020-03-26 23:48:35,6,0,0,44.37136597,-93.72844721
US,2020-03-26 23:48:35,1,0,0,32.79215361,-103.4123733
US,2020-03-26 23:48:35,4,0,0,32.7536828,-89.52402044
US,2020-03-26 23:48:35,12,0,0,39.20183497,-95.03620809
US,2020-03-26 23:48:35,4,0,0,40.36680311,-76.45651841
US,2020-03-26 23:48:35,47,0,0,32.60154883,-85.35132246
US,2020-03-26 23:48:35,0,0,0,34.78498904,-90.78383866
US,2020-03-26 23:48:35,56,3,0,26.58410348,-81.88399313
US,2020-03-26 23:48:35,30,0,0,31.779330600000005,-84.14324253
US,2020-03-26 23:48:35,0,0,0,41.74583951,-89.29977132
US,2020-03-26 23:48:35,0,0,0,40.64181461,-91.48183025
US,2020-03-26 23:48:35,0,0,0,37.59645942,-83.71513901
US,2020-03-26 23:48:35,15,0,0,34.291877500000005,-88.68149954
US,2020-03-26 23:48:35,2,0,0,35.47623147,-79.17569362
US,2020-03-26 23:48:35,2,0,0,34.16393091,-80.25690731
US,2020-03-26 23:48:35,0,0,0,30.31120597,-96.97045773
US,2020-03-26 23:48:35,2,0,0,36.70586667,-83.12606515
US,2020-03-26 23:48:35,1,0,0,44.94430054,-85.80150326
US,2020-03-26 23:48:35,13,0,0,33.55545125,-90.29900733
US,2020-03-26 23:48:35,63,1,0,40.6154815,-75.59435245
US,2020-03-26 23:48:35,0,0,0,44.9438088,-113.9309747
US,2020-03-26 23:48:35,5,0,0,41.89475156,-84.06603727
US,2020-03-26 23:48:35,3,0,0,35.24032589999999,-77.64245615
US,2020-03-26 23:48:35,9,1,0,30.45955727,-84.27491114
US,2020-03-26 23:48:35,0,0,0,31.29872538,-95.9936328
US,2020-03-26 23:48:35,0,0,0,37.09246661,-83.37999606
US,2020-03-26 23:48:35,0,0,0,37.12306748,-82.85346474
US,2020-03-26 23:48:35,0,0,0,29.31829741,-82.74007147
US,2020-03-26 23:48:35,0,0,0,46.23315327,-116.434146
US,2020-03-26 23:48:35,0,0,0,38.53184419,-83.37735618
US,2020-03-26 23:48:35,0,0,0,40.09673161,-91.72070156
US,2020-03-26 23:48:35,0,0,0,43.784415700000004,-75.44903992
US,2020-03-26 23:48:35,2,0,0,35.52853208,-87.49022694
US,2020-03-26 23:48:35,5,0,0,46.57756476,-122.39257690000001
US,2020-03-26 23:48:35,0,0,0,38.9947249,-80.49988181
US,2020-03-26 23:48:35,5,0,0,47.12610041,-112.39469799999999
US,2020-03-26 23:48:35,18,1,0,33.89665987,-81.27146426
US,2020-03-26 23:48:35,0,0,0,37.78258621,-79.44262866
US,2020-03-26 23:48:35,0,0,0,30.23766008,-84.8829258
US,2020-03-26 23:48:35,1,0,0,31.82588896,-81.49251135
US,2020-03-26 23:48:35,0,0,0,48.56084317,-111.02430700000001
US,2020-03-26 23:48:35,1,0,0,30.15152688,-94.81205615
US,2020-03-26 23:48:35,5,0,0,40.09136236,-82.48185785
US,2020-03-26 23:48:35,13,0,0,34.81185586,-86.98310072
US,2020-03-26 23:48:35,1,0,0,31.5454767,-96.58095444
US,2020-03-26 23:48:35,5,0,0,33.95317155,-91.74002806
US,2020-03-26 23:48:35,0,0,0,38.98749519,-103.51366490000001
US,2020-03-26 23:48:35,1,0,0,33.79201475,-82.45024131
US,2020-03-26 23:48:35,0,0,0,43.0012336,-114.1358773
US,2020-03-26 23:48:35,0,0,0,39.04549684,-98.20756994
US,2020-03-26 23:48:35,0,0,0,37.45475628,-84.6565327
US,2020-03-26 23:48:35,3,0,0,32.6003154,-92.66597409999999
US,2020-03-26 23:48:35,5,0,0,44.05996956,-69.54227124
US,2020-03-26 23:48:35,0,0,0,44.41311883,-96.26688165
US,2020-03-26 23:48:35,6,0,0,31.53288662,-90.45391915
US,2020-03-26 23:48:35,1,0,0,39.05345619,-90.95588181
US,2020-03-26 23:48:35,1,0,0,48.54265777,-115.4046155
US,2020-03-26 23:48:35,3,0,0,41.04658298,-100.74753740000001
US,2020-03-26 23:48:35,0,0,0,37.64268459,-114.8790388
US,2020-03-26 23:48:35,0,0,0,33.74526079,-105.4586166
US,2020-03-26 23:48:35,1,0,0,35.48508185,-81.21740317
US,2020-03-26 23:48:35,1,0,0,35.70270942,-96.8812462
US,2020-03-26 23:48:35,1,0,0,44.64252874,-123.86991200000001
US,2020-03-26 23:48:35,2,0,0,43.27841182,-96.72039050000001
US,2020-03-26 23:48:35,1,0,0,35.13738622,-86.58910106
US,2020-03-26 23:48:35,1,0,0,47.57705241,-118.41943880000001
US,2020-03-26 23:48:35,0,0,0,38.172154,-82.07017953
US,2020-03-26 23:48:35,0,0,0,45.33737523,-89.73411273
US,2020-03-26 23:48:35,0,0,0,42.26376367,-110.6563997
US,2020-03-26 23:48:35,12,0,0,42.07923082,-91.59809485
US,2020-03-26 23:48:35,4,0,0,38.21267844,-94.84254089
US,2020-03-26 23:48:35,0,0,0,39.87001769,-93.10704106
US,2020-03-26 23:48:35,26,1,0,44.48899494,-122.53731540000001
US,2020-03-26 23:48:35,0,0,0,36.27783108,-100.27331509999999
US,2020-03-26 23:48:35,44,0,0,41.7937534,-73.2451475
US,2020-03-26 23:48:35,0,0,0,33.70375665,-94.23468591
US,2020-03-26 23:48:35,0,0,0,28.35101362,-98.1246786
US,2020-03-26 23:48:35,1,0,0,40.89188292,-88.55784752
US,2020-03-26 23:48:35,0,0,0,37.21137452,-88.34797529
US,2020-03-26 23:48:35,11,0,0,30.44143993,-90.73061664
US,2020-03-26 23:48:35,21,1,0,42.60302282,-83.91297209
US,2020-03-26 23:48:35,0,0,0,39.78110272,-93.54645978
US,2020-03-26 23:48:35,3,0,0,42.72596275,-77.77966158
US,2020-03-26 23:48:35,2,0,0,30.70645047,-98.68475262
US,2020-03-26 23:48:35,0,0,0,35.21413234,-93.71951016
US,2020-03-26 23:48:35,2,0,0,40.7249637,-103.110817
US,2020-03-26 23:48:35,1,0,0,40.12581572,-89.36638784
US,2020-03-26 23:48:35,0,0,0,38.91735806,-101.148475
US,2020-03-26 23:48:35,1,0,0,36.85949479,-86.877635
US,2020-03-26 23:48:35,0,0,0,41.56650314,-100.4817851
US,2020-03-26 23:48:35,0,0,0,46.45729487,-99.47719806
US,2020-03-26 23:48:35,2,0,0,40.38996525,-83.76784341
US,2020-03-26 23:48:35,3,0,0,35.91899576,-97.44352845
US,2020-03-26 23:48:35,1,0,0,37.8299889,-81.93528571
US,2020-03-26 23:48:35,1,0,0,31.75218791,-81.74952375
US,2020-03-26 23:48:35,1,0,0,34.75392199,-91.88742357
US,2020-03-26 23:48:35,44,0,0,41.29553751,-82.15083537
US,2020-03-26 23:48:35,0,0,0,35.86631386,-106.31349850000001
US,2020-03-26 23:48:35,1229,21,0,34.30828379,-118.22824109999999
US,2020-03-26 23:48:35,6,0,0,35.73939663,-84.31145275
US,2020-03-26 23:48:35,28,1,0,39.08990083,-77.63481877
US,2020-03-26 23:48:35,0,0,0,41.21842119,-91.26102611
US,2020-03-26 23:48:35,4,0,0,37.97850256,-77.96274807
US,2020-03-26 23:48:35,0,0,0,41.91371961,-99.45440415
US,2020-03-26 23:48:35,0,0,0,33.95273467,-97.23906784
US,2020-03-26 23:48:35,0,0,0,31.84947612,-103.5818571
US,2020-03-26 23:48:35,1,0,0,32.1597283,-86.65158371
US,2020-03-26 23:48:35,12,0,0,30.83568832,-83.27056716
US,2020-03-26 23:48:35,8,0,0,33.47386518,-88.44191529999998
US,2020-03-26 23:48:35,19,0,0,33.61008596,-101.82047890000001
US,2020-03-26 23:48:35,0,0,0,41.02958964,-93.32780803
US,2020-03-26 23:48:35,35,2,0,41.62101218,-83.65468618
US,2020-03-26 23:48:35,0,0,0,46.47227431,-85.54471223
US,2020-03-26 23:48:35,4,0,0,34.57286511,-84.00425681
US,2020-03-26 23:48:35,0,0,0,32.18179341,-107.75088259999998
US,2020-03-26 23:48:35,0,0,0,36.94618528,-78.24133319
US,2020-03-26 23:48:35,36,1,0,41.17823008,-75.98447579
US,2020-03-26 23:48:35,1,0,0,41.34310539,-77.06629984
US,2020-03-26 23:48:35,1,0,0,43.89522709,-99.85201878
US,2020-03-26 23:48:35,2,0,0,37.40021399,-79.19888138
US,2020-03-26 23:48:35,0,0,0,33.17657705,-101.8162849
US,2020-03-26 23:48:35,0,0,0,43.38107862,-96.20926845
US,2020-03-26 23:48:35,4,0,0,38.45576156,-96.15275715
US,2020-03-26 23:48:35,1,0,0,37.02080035,-88.07886257
US,2020-03-26 23:48:35,0,0,0,44.41327865,-95.83806103
US,2020-03-26 23:48:35,1,0,0,39.01777974,-119.18704790000001
US,2020-03-26 23:48:35,0,0,0,46.07028979,-85.04980537
US,2020-03-26 23:48:35,347,11,0,42.69158356,-82.92752801
US,2020-03-26 23:48:35,0,0,0,32.38759944,-85.69267724
US,2020-03-26 23:48:35,1,0,0,32.35207048,-84.04234127
US,2020-03-26 23:48:35,0,0,0,39.86064913,-88.96342505
US,2020-03-26 23:48:35,0,0,0,39.83049768,-92.56453089
US,2020-03-26 23:48:35,0,0,0,35.14867843,-83.41696617
US,2020-03-26 23:48:35,1,0,0,36.53157855,-86.00778595
US,2020-03-26 23:48:35,0,0,0,39.26119767,-89.92424028
US,2020-03-26 23:48:35,7,0,0,37.21513971,-119.76655890000002
US,2020-03-26 23:48:35,43,0,0,34.76327133,-86.55069633
US,2020-03-26 23:48:35,0,0,0,36.01038185,-93.72524943
US,2020-03-26 23:48:35,0,0,0,30.44396917,-83.47398594
US,2020-03-26 23:48:35,2,0,0,34.12920917,-83.21218732
US,2020-03-26 23:48:35,2,0,0,43.78141028,-111.65384740000002
US,2020-03-26 23:48:35,3,0,0,38.83042506,-89.90422563
US,2020-03-26 23:48:35,4,0,0,40.16143691,-85.71964711
US,2020-03-26 23:48:35,0,0,0,41.33081904,-94.01554631
US,2020-03-26 23:48:35,2,0,0,37.71659336,-84.27220275
US,2020-03-26 23:48:35,1,0,0,32.36918118,-91.23973355
US,2020-03-26 23:48:35,21,0,0,32.63389156,-90.03513564
US,2020-03-26 23:48:35,0,0,0,37.47865134,-90.34671429999999
US,2020-03-26 23:48:35,2,0,0,45.30080065,-111.9173017
US,2020-03-26 23:48:35,1,0,0,41.91676024,-97.6005481
US,2020-03-26 23:48:35,9,1,0,42.91653905,-75.67266639
US,2020-03-26 23:48:35,0,0,0,35.85402722,-82.71346418
US,2020-03-26 23:48:35,3,0,0,39.89381073,-83.40178317
US,2020-03-26 23:48:35,2,0,0,35.61181957,-88.84076036
US,2020-03-26 23:48:35,0,0,0,30.96694679,-95.93003775
US,2020-03-26 23:48:35,1,0,0,38.41531222,-78.28220331
US,2020-03-26 23:48:35,0,0,0,37.70820545,-83.0657714
US,2020-03-26 23:48:35,1,0,0,41.33521503,-92.64083907
US,2020-03-26 23:48:35,0,0,0,47.32557075,-95.80921485
US,2020-03-26 23:48:35,51,1,0,41.01631101,-80.77287029
US,2020-03-26 23:48:35,0,0,0,36.31149996,-98.53467076
US,2020-03-26 23:48:35,0,0,0,43.1937027,-117.62273950000001
US,2020-03-26 23:48:35,0,0,0,38.7464321,-77.48509905
US,2020-03-26 23:48:35,0,0,0,38.77058531,-77.44399307
US,2020-03-26 23:48:35,26,1,0,27.47196942,-82.31831044
US,2020-03-26 23:48:35,1,0,0,44.33352407,-86.05626916
US,2020-03-26 23:48:35,0,0,0,44.11946801,-87.80928853
US,2020-03-26 23:48:35,1,0,0,44.89792533,-89.75863384
US,2020-03-26 23:48:35,1,0,0,32.24767634,-87.78796182
US,2020-03-26 23:48:35,299,2,0,33.34835867,-112.49181540000001
US,2020-03-26 23:48:35,0,0,0,38.16193985,-91.92249662
US,2020-03-26 23:48:35,60,0,0,38.07122463,-122.72106310000001
US,2020-03-26 23:48:35,0,0,0,45.38553432,-88.03324599999998
US,2020-03-26 23:48:35,7,0,0,34.13697363,-87.88704173
US,2020-03-26 23:48:35,0,0,0,36.26844485,-92.68451899
US,2020-03-26 23:48:35,5,0,0,29.21227113,-82.05803627
US,2020-03-26 23:48:35,0,0,0,32.3483402,-84.52733571
US,2020-03-26 23:48:35,0,0,0,38.64963204,-88.91899208
US,2020-03-26 23:48:35,293,6,0,39.78163624,-86.13826325
US,2020-03-26 23:48:35,0,0,0,41.33445101,-93.09934783
US,2020-03-26 23:48:35,0,0,0,38.35855394,-97.09852509999999
US,2020-03-26 23:48:35,0,0,0,37.55218078,-85.26898542
US,2020-03-26 23:48:35,1,0,0,31.23132643,-89.8209217
US,2020-03-26 23:48:35,0,0,0,39.80601912,-91.62203062
US,2020-03-26 23:48:35,4,0,0,40.58610662,-83.15736305
US,2020-03-26 23:48:35,57,2,0,44.90287942,-122.58151170000001
US,2020-03-26 23:48:35,1,0,0,34.07859748,-79.36400756
US,2020-03-26 23:48:35,2,0,0,35.12997174,-85.62265895
US,2020-03-26 23:48:35,0,0,0,32.79868409,-94.35661230000001
US,2020-03-26 23:48:35,1,0,0,39.50984542,-80.24244659
US,2020-03-26 23:48:35,0,0,0,37.57978556,-119.9073334
