Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
US,3/22/20 23:45,111,2,0,33.79216944,-84.46319413
US,3/22/20 23:45,67,2,0,33.94243204,-84.5761255
US,3/22/20 23:45,56,1,0,34.23732119,-84.83887523
US,3/22/20 23:45,53,0,0,33.76944049,-84.22396017
US,3/22/20 23:45,52,6,0,31.53328528,-84.21722377
US,3/22/20 23:45,36,10,0,0.0,0.0
US,3/22/20 23:45,27,1,0,33.96044201,-84.02137802
US,3/22/20 23:45,18,0,0,34.24393976,-84.47431861
US,3/22/20 23:45,16,0,0,31.779330600000005,-84.14324253
US,3/22/20 23:45,16,0,0,33.58138199,-85.07976677
US,3/22/20 23:45,13,0,0,33.54187245,-84.35594188
US,3/22/20 23:45,10,0,0,33.35777107,-82.07026432
US,3/22/20 23:45,9,1,0,34.26268279,-85.21577392
US,3/22/20 23:45,9,1,0,33.41357794,-84.49089434
US,3/22/20 23:45,9,0,0,33.95436462,-83.37124007
US,3/22/20 23:45,9,0,0,34.32207823,-83.81896936
US,3/22/20 23:45,8,0,0,30.83568832,-83.27056716
US,3/22/20 23:45,8,0,0,33.35334302,-84.76129976
US,3/22/20 23:45,7,0,0,33.4533428,-84.14814659999998
US,3/22/20 23:45,4,0,0,34.00267074,-85.18677781
US,3/22/20 23:45,4,0,0,34.50487351,-84.87296253
US,3/22/20 23:45,4,0,0,33.55514538,-83.84547140000002
US,3/22/20 23:45,4,0,0,33.03349196,-85.02812115
US,3/22/20 23:45,4,0,0,34.22604035,-84.12315129999998
US,3/22/20 23:45,4,0,0,33.91969522,-84.86848792
US,3/22/20 23:45,4,0,0,32.00043026,-81.12489526
US,3/22/20 23:45,4,0,0,33.70291126,-84.77026156
US,3/22/20 23:45,3,0,0,33.54534185,-82.263524
US,3/22/20 23:45,3,0,0,31.23279254,-81.53811412
US,3/22/20 23:45,3,0,0,32.56934316,-83.82937
US,3/22/20 23:45,3,0,0,33.07841647,-84.14263877
US,3/22/20 23:45,2,0,0,34.80987459,-84.96093476
US,3/22/20 23:45,2,0,0,33.65145002,-84.02202167
US,3/22/20 23:45,2,1,0,31.32155345,-84.90255207
US,3/22/20 23:45,2,0,0,32.46325233,-82.92221316
US,3/22/20 23:45,2,0,0,32.50931999,-84.87142262
US,3/22/20 23:45,2,0,0,32.36616021,-81.34280942
US,3/22/20 23:45,2,0,0,31.45743864,-83.5236119
US,3/22/20 23:45,2,0,0,33.26310031,-84.28013991
US,3/22/20 23:45,2,0,0,31.55162306,-83.85090513
US,3/22/20 23:45,2,0,0,34.46589159,-84.46406611
US,3/22/20 23:45,2,0,0,32.03650571,-84.19821492
US,3/22/20 23:45,2,0,0,31.77527543,-84.44069698
US,3/22/20 23:45,2,0,0,33.06882326,-83.24701748
US,3/22/20 23:45,1,0,0,30.78371028,-82.13951596
US,3/22/20 23:45,1,0,0,32.45802497,-83.66879087
US,3/22/20 23:45,1,0,0,33.99148694,-83.71436292
US,3/22/20 23:45,1,0,0,33.83749973,-83.43679568
US,3/22/20 23:45,1,0,0,31.71612656,-83.62069378
US,3/22/20 23:45,1,0,0,32.80904227,-83.70489165
US,3/22/20 23:45,1,0,0,31.16568912,-84.73151117
US,3/22/20 23:45,1,0,0,33.29686567,-85.12886832
US,3/22/20 23:45,1,0,0,34.44244079,-84.16964071
US,3/22/20 23:45,1,0,0,33.014289,-83.92097166
US,3/22/20 23:45,1,0,0,31.76622818,-84.75732369
US,3/22/20 23:45,1,0,0,30.91395822,-82.70432472
US,3/22/20 23:45,1,0,0,33.79201475,-82.45024131
US,3/22/20 23:45,1,0,0,34.57286511,-84.00425681
US,3/22/20 23:45,1,0,0,33.283094500000004,-83.95435040000002
US,3/22/20 23:45,1,0,0,34.47197698,-85.34535662
US,3/22/20 23:45,1,0,0,32.67435595,-83.43078662
US,3/22/20 23:45,125,0,0,39.76018276,-104.8725695
US,3/22/20 23:45,80,1,0,39.62754308,-106.6933637
US,3/22/20 23:45,51,3,0,38.83240149,-104.5251411
US,3/22/20 23:45,51,0,0,39.58635604,-105.2517692
US,3/22/20 23:45,45,0,0,39.64977461,-104.3353617
US,3/22/20 23:45,37,1,0,40.55499405,-104.3929621
US,3/22/20 23:45,37,0,0,40.09313619,-105.3546767
US,3/22/20 23:45,33,0,0,39.33133796,-104.930001
US,3/22/20 23:45,32,0,0,40.66671597,-105.4625784
US,3/22/20 23:45,22,0,0,38.66611652,-107.0320729
US,3/22/20 23:45,18,0,0,39.87432092,-104.3362578
US,3/22/20 23:45,16,0,0,39.21720112,-106.9310027
US,3/22/20 23:45,8,0,0,39.59921777,-107.902708
US,3/22/20 23:45,7,0,0,39.63803232,-106.1150762
US,3/22/20 23:45,3,0,0,38.17359144,-104.5127437
US,3/22/20 23:45,3,0,0,40.48596505,-106.9905548
US,3/22/20 23:45,3,0,0,39.68864463,-105.6463118
US,3/22/20 23:45,3,0,0,38.74745778,-106.19265729999998
US,3/22/20 23:45,3,0,0,39.28656773,-104.1358721
US,3/22/20 23:45,2,0,0,39.01787888,-108.469799
US,3/22/20 23:45,2,0,0,40.10603347,-106.1178042
US,3/22/20 23:45,2,0,0,40.26279810000001,-103.8093302
US,3/22/20 23:45,1,1,0,38.32608609,-103.7844965
US,3/22/20 23:45,1,0,0,39.95998787,-105.0566324
US,3/22/20 23:45,1,0,0,39.120926,-105.7182065
US,3/22/20 23:45,1,0,0,40.00346839,-102.4258673
US,3/22/20 23:45,1,0,0,0.0,0.0
US,3/22/20 23:45,1,0,0,37.82247444,-107.3004345
US,3/22/20 23:45,1,0,0,38.40214114,-108.26390220000002
US,3/22/20 23:45,1,0,0,38.00450883,-108.4020725
US,3/22/20 23:45,110,1,0,40.21053671,-75.36652296
US,3/22/20 23:45,96,0,0,40.00338507,-75.1379271
US,3/22/20 23:45,43,0,0,39.91680171,-75.40243663
US,3/22/20 23:45,40,1,0,40.46809875,-79.98167747
US,3/22/20 23:45,34,0,0,40.33682119,-75.10836643
US,3/22/20 23:45,31,0,0,41.05934058,-75.34031025
US,3/22/20 23:45,23,0,0,39.97291773,-75.74768357
US,3/22/20 23:45,21,1,0,40.75182733,-75.30471829
US,3/22/20 23:45,19,1,0,40.6154815,-75.59435245
US,3/22/20 23:45,13,0,0,40.41570541,-75.92457766
US,3/22/20 23:45,11,0,0,40.1625372,-77.26130755
US,3/22/20 23:45,10,0,0,39.9210089,-76.73040131
US,3/22/20 23:45,7,0,0,40.19208869,-80.24582867
US,3/22/20 23:45,7,0,0,41.17823008,-75.98447579
US,3/22/20 23:45,6,0,0,40.03904563,-76.24770128
US,3/22/20 23:45,6,0,0,41.43564672,-75.60379201
US,3/22/20 23:45,5,0,0,39.87140411,-77.21610347
US,3/22/20 23:45,4,0,0,40.31377979999999,-79.46615476
US,3/22/20 23:45,3,0,0,41.33155042,-75.03208106
US,3/22/20 23:45,3,0,0,40.6825484,-80.34921611
US,3/22/20 23:45,3,0,0,40.36680311,-76.45651841
US,3/22/20 23:45,2,0,0,41.64938475,-75.29956506
US,3/22/20 23:45,2,0,0,41.99253829,-80.03301954
US,3/22/20 23:45,1,0,0,39.92956518,-77.72157791
US,3/22/20 23:45,1,0,0,40.92058903,-77.82200624
US,3/22/20 23:45,1,0,0,41.74471626,-77.89559864
US,3/22/20 23:45,1,0,0,40.91152759,-79.91351055
US,3/22/20 23:45,1,0,0,40.41377078,-76.77993242
US,3/22/20 23:45,1,0,0,41.03023987,-76.66345939
US,3/22/20 23:45,1,0,0,41.04821986,-76.40565017
US,3/22/20 23:45,1,0,0,39.92041012,-79.64291195
US,3/22/20 23:45,1,0,0,40.70497338,-76.2150785
US,3/22/20 23:45,1,0,0,41.30248872,-80.25816981
US,3/22/20 23:45,167,2,0,36.17007426,-86.78646056
US,3/22/20 23:45,82,0,0,,
US,3/22/20 23:45,66,0,0,35.1864775,-89.89692423
US,3/22/20 23:45,48,0,0,35.89099229,-86.89281867
US,3/22/20 23:45,30,0,0,,
US,3/22/20 23:45,22,0,0,36.46824103,-86.45917204
US,3/22/20 23:45,8,0,0,35.17670231,-85.16652245
US,3/22/20 23:45,8,0,0,35.84591405,-86.4107263
US,3/22/20 23:45,6,0,0,36.14005459,-85.50646123
US,3/22/20 23:45,5,0,0,35.99508821,-83.94635435
US,3/22/20 23:45,5,0,0,35.501942,-89.73694895
US,3/22/20 23:45,4,0,0,36.26136216,-87.08903581
US,3/22/20 23:45,4,0,0,36.14669837,-87.35891709
US,3/22/20 23:45,3,0,0,36.52454807,-86.87346725
US,3/22/20 23:45,3,0,0,35.19615831,-89.41399032
US,3/22/20 23:45,3,0,0,36.49609412,-87.38550661
US,3/22/20 23:45,3,0,0,35.44550387,-84.24902965
US,3/22/20 23:45,2,0,0,36.04818632,-83.45148924
US,3/22/20 23:45,2,0,0,36.40355516,-84.15108559999999
US,3/22/20 23:45,2,0,0,35.95271721,-84.99840585
US,3/22/20 23:45,2,0,0,36.05931946,-89.41542855
US,3/22/20 23:45,2,0,0,36.15496772,-86.29775884
US,3/22/20 23:45,2,0,0,35.97366108,-88.45189331
US,3/22/20 23:45,2,0,0,36.29472368,-82.49454720000001
US,3/22/20 23:45,2,0,0,36.17470125,-82.84691273
US,3/22/20 23:45,2,0,0,35.15739424,-84.857186
US,3/22/20 23:45,2,0,0,36.21990035,-83.26586179
US,3/22/20 23:45,2,0,0,35.6187413,-87.07462444
US,3/22/20 23:45,2,0,0,36.42325673,-84.50360494
US,3/22/20 23:45,1,0,0,36.51240691,-82.30412917
US,3/22/20 23:45,1,0,0,35.78077323,-83.52244332
US,3/22/20 23:45,1,0,0,36.12684348,-84.19965764
US,3/22/20 23:45,1,0,0,35.68938198,-83.92847788
US,3/22/20 23:45,1,0,0,35.99438059,-88.93358327
US,3/22/20 23:45,1,0,0,35.42812616,-84.61520715
US,3/22/20 23:45,1,0,0,35.9278914,-83.11828725
US,3/22/20 23:45,1,0,0,35.84923189,-84.52458689
US,3/22/20 23:45,1,0,0,35.42527478,-88.6095842
US,3/22/20 23:45,1,0,0,35.15634626,-86.09201039
US,3/22/20 23:45,1,0,0,36.28872054,-87.71878828
US,3/22/20 23:45,1,0,0,35.73939663,-84.31145275
US,3/22/20 23:45,1,0,0,35.12997174,-85.62265895
US,3/22/20 23:45,1,0,0,35.63708728,-87.86139634
US,3/22/20 23:45,182,2,0,43.00486062,-87.96733172
US,3/22/20 23:45,61,0,0,43.06601594,-89.41733797
US,3/22/20 23:45,30,0,0,43.01833055,-88.30431188
US,3/22/20 23:45,16,1,0,43.75354908,-88.48885325
US,3/22/20 23:45,14,0,0,43.36863664,-88.22974712
US,3/22/20 23:45,13,1,0,43.38352225,-87.94625009
US,3/22/20 23:45,10,0,0,42.57639354,-88.04051686
US,3/22/20 23:45,6,0,0,43.72099677,-87.94579284
US,3/22/20 23:45,5,0,0,44.06886922,-88.64477096
US,3/22/20 23:45,5,0,0,43.90632465,-91.11451093
US,3/22/20 23:45,5,0,0,43.46492199,-89.33589004
US,3/22/20 23:45,4,0,0,42.74753117,-88.05941254
US,3/22/20 23:45,4,0,0,44.726614,-91.28609183
US,3/22/20 23:45,3,0,0,44.4526553,-88.00411844
US,3/22/20 23:45,3,0,0,42.66858202,-88.54163073
US,3/22/20 23:45,3,0,0,42.67151616,-89.07147900000002
US,3/22/20 23:45,2,0,0,44.41578887,-88.46565023
US,3/22/20 23:45,2,0,0,43.42574087,-89.94966132
US,3/22/20 23:45,2,0,0,45.03437474,-92.45000068
US,3/22/20 23:45,2,0,0,43.02054068,-88.77529134
US,3/22/20 23:45,1,0,0,44.71850291,-92.4224416
US,3/22/20 23:45,1,0,0,44.45537896,-90.04158336
US,3/22/20 23:45,1,0,0,44.0816316,-88.21780273
US,3/22/20 23:45,1,0,0,46.52868768,-91.19716729
US,3/22/20 23:45,1,0,0,44.94562799,-91.8962481
US,3/22/20 23:45,1,0,0,45.06939744,-91.28068855
US,3/22/20 23:45,1,0,0,44.89792533,-89.75863384
US,3/22/20 23:45,1,0,0,46.43222285,-91.91595768
US,3/22/20 23:45,1,0,0,42.6794956,-89.60243287
US,3/22/20 23:45,125,1,0,41.424119,-81.65918339
US,3/22/20 23:45,34,0,0,39.96995815,-83.01115755
US,3/22/20 23:45,23,0,0,41.12464734,-81.53123079
US,3/22/20 23:45,19,0,0,41.29553751,-82.15083537
US,3/22/20 23:45,19,0,0,39.19673558,-84.54502924
US,3/22/20 23:45,18,0,0,41.01631101,-80.77287029
US,3/22/20 23:45,17,0,0,39.44012838,-84.57388716
US,3/22/20 23:45,13,0,0,40.0543329,-84.22871271
US,3/22/20 23:45,10,0,0,40.81482476,-81.36437305
US,3/22/20 23:45,10,0,0,41.11770589,-81.89986209999998
US,3/22/20 23:45,7,1,0,41.62101218,-83.65468618
US,3/22/20 23:45,6,0,0,41.69710807,-81.23676539
US,3/22/20 23:45,6,0,0,40.27942393,-83.00457058
US,3/22/20 23:45,5,0,0,39.75394919,-84.29050975
US,3/22/20 23:45,5,0,0,39.04847534,-84.15375786
US,3/22/20 23:45,3,0,0,41.31735028,-80.76109643
US,3/22/20 23:45,3,0,0,39.42581994,-84.16557457
US,3/22/20 23:45,2,0,0,40.01625942,-80.9924051
US,3/22/20 23:45,2,0,0,40.44214695,-81.47226262
US,3/22/20 23:45,2,0,0,41.49952319,-81.17935342
US,3/22/20 23:45,2,0,0,40.30096166,-81.91729018
US,3/22/20 23:45,2,0,0,41.70860332,-80.74830218
US,3/22/20 23:45,2,0,0,41.32398837,-84.49076944
US,3/22/20 23:45,2,0,0,40.76932373,-80.78094576
US,3/22/20 23:45,1,0,0,40.13412966,-84.6194517
US,3/22/20 23:45,1,0,0,41.14651175,-82.59867951
US,3/22/20 23:45,1,0,0,40.84772277,-82.27280781
US,3/22/20 23:45,1,0,0,39.91592258,-83.78498252
US,3/22/20 23:45,1,0,0,40.77180308,-82.53799609999999
US,3/22/20 23:45,1,0,0,40.58610662,-83.15736305
US,3/22/20 23:45,1,0,0,40.09136236,-82.48185785
US,3/22/20 23:45,1,0,0,40.30016061,-83.37239023
US,3/22/20 23:45,1,1,0,41.36796058,-82.62904521
US,3/22/20 23:45,1,0,0,38.82708533,-82.31647569
US,3/22/20 23:45,1,0,0,39.89381073,-83.40178317
US,3/22/20 23:45,1,0,0,40.5789686,-81.09178213
US,3/22/20 23:45,1,0,0,39.41485808,-83.80852286
US,3/22/20 23:45,1,0,0,39.69116283,-83.89032084
US,3/22/20 23:45,1,0,0,41.00250487,-83.66838948
US,3/22/20 23:45,1,0,0,41.16793482,-81.19735782
US,3/22/20 23:45,1,0,0,41.36224827,-83.62285108
US,3/22/20 23:45,1,0,0,39.45690571,-81.49121382
US,3/22/20 23:45,1,0,0,40.39830217,-82.42027563
US,3/22/20 23:45,208,5,0,41.26809896,-73.3881171
US,3/22/20 23:45,54,1,0,41.80283011,-72.73103891
US,3/22/20 23:45,29,0,0,41.4080325,-72.93620426
US,3/22/20 23:45,14,2,0,41.85853803,-72.3308481
US,3/22/20 23:45,12,0,0,41.7937534,-73.2451475
US,3/22/20 23:45,6,0,0,41.45949668,-72.53714864
US,3/22/20 23:45,3,0,0,41.48896435,-72.10430976
US,3/22/20 23:45,1,0,0,41.82972709,-71.98182316
US,3/22/20 23:45,77,0,0,35.24469268,-80.8317671
US,3/22/20 23:45,52,0,0,35.78879266,-78.65249174
US,3/22/20 23:45,41,0,0,36.03638492,-78.87608331
US,3/22/20 23:45,12,0,0,36.12859861,-80.25459052
US,3/22/20 23:45,12,0,0,34.98960527,-80.52955873
US,3/22/20 23:45,11,0,0,36.07959451,-79.78824948
US,3/22/20 23:45,7,0,0,35.36731853,-78.87243571
US,3/22/20 23:45,6,0,0,35.3877799,-80.55267168
US,3/22/20 23:45,6,0,0,34.070565,-78.22814204
US,3/22/20 23:45,6,0,0,35.80950511,-80.8743128
US,3/22/20 23:45,6,0,0,36.06092947,-79.12167935
US,3/22/20 23:45,5,0,0,34.8932941,-76.54120135
US,3/22/20 23:45,4,0,0,34.25758282,-77.87075626
US,3/22/20 23:45,4,0,0,35.61113393,-82.53305
US,3/22/20 23:45,4,0,0,35.1349263,-84.05970864
US,3/22/20 23:45,4,0,0,36.081519,-78.28708884
US,3/22/20 23:45,3,0,0,35.70394416,-79.25541492
US,3/22/20 23:45,3,0,0,35.51745004,-78.36622717
US,3/22/20 23:45,3,0,0,34.72607366,-77.42908179
US,3/22/20 23:45,3,0,0,35.70625477,-77.917978
US,3/22/20 23:45,3,0,0,35.29373559,-81.17477045
US,3/22/20 23:45,3,0,0,35.59535426,-77.37353178
US,3/22/20 23:45,3,0,0,35.04762133,-78.82623165
US,3/22/20 23:45,2,0,0,35.11833364,-77.08398081
US,3/22/20 23:45,2,0,0,36.23103603,-81.70033724
US,3/22/20 23:45,2,0,0,35.30885257,-79.48474178
US,3/22/20 23:45,2,0,0,35.64003916,-80.52446628
US,3/22/20 23:45,2,0,0,36.0434701,-79.39976137
US,3/22/20 23:45,1,0,0,35.36438125,-78.00027268
US,3/22/20 23:45,1,0,0,34.98820368,-78.36914061
US,3/22/20 23:45,1,0,0,35.48508185,-81.21740317
US,3/22/20 23:45,1,0,0,35.01888303,-79.23651674
US,3/22/20 23:45,1,0,0,35.79115496,-80.21256572
US,3/22/20 23:45,1,0,0,36.26723798,-76.25134778
US,3/22/20 23:45,1,0,0,35.47623147,-79.17569362
US,3/22/20 23:45,1,0,0,35.66211129,-81.2132617
US,3/22/20 23:45,1,0,0,36.12908077,-76.60118385
US,3/22/20 23:45,1,0,0,35.33788927,-82.4766782
US,3/22/20 23:45,1,0,0,34.64244496,-79.10250529999998
US,3/22/20 23:45,1,0,0,35.42017674,-76.15180542
US,3/22/20 23:45,1,0,0,36.30337451,-78.65184241
US,3/22/20 23:45,1,0,0,35.93099927,-80.54496571
US,3/22/20 23:45,1,0,0,35.33155144,-79.90416657
US,3/22/20 23:45,1,0,0,35.96575634,-77.98422508
US,3/22/20 23:45,1,0,0,34.8386299,-79.4757978
US,3/22/20 23:45,83,1,0,39.13676329,-77.20358245
US,3/22/20 23:45,40,1,0,38.83070039,-76.8496441
US,3/22/20 23:45,28,1,0,39.45784712,-76.62911955
US,3/22/20 23:45,24,0,0,39.30211911,-76.61151012
US,3/22/20 23:45,24,0,0,39.25305293,-76.93126208
US,3/22/20 23:45,18,0,0,39.00670238,-76.60329337
US,3/22/20 23:45,5,0,0,39.55010644,-76.30775940000002
US,3/22/20 23:45,5,0,0,38.51092331,-76.98580666
US,3/22/20 23:45,4,0,0,39.56453592,-77.02373735
US,3/22/20 23:45,2,0,0,38.53961642,-76.56820632
US,3/22/20 23:45,2,0,0,38.37301947,-75.62705831
US,3/22/20 23:45,2,0,0,38.21274277,-75.33200012
US,3/22/20 23:45,1,0,0,38.76618159,-76.10882561
US,3/22/20 23:45,1,0,0,39.47296601,-77.39999394
US,3/22/20 23:45,1,0,0,38.87172293,-75.82904158
US,3/22/20 23:45,1,0,0,39.06198912,-76.03530977
US,3/22/20 23:45,1,0,0,38.1163542,-75.75118623
US,3/22/20 23:45,1,0,0,39.60835778,-77.82002295
US,3/22/20 23:45,1,0,0,38.30058422,-76.60629279999998
US,3/22/20 23:45,32,2,0,37.31156958,-76.76950618
US,3/22/20 23:45,31,1,0,38.83677558,-77.27565836
US,3/22/20 23:45,26,0,0,38.8767675,-77.10139853
US,3/22/20 23:45,18,0,0,38.70916224,-77.48713689
US,3/22/20 23:45,17,0,0,36.73285734,-76.04566934
US,3/22/20 23:45,15,0,0,39.08990083,-77.63481877
US,3/22/20 23:45,8,0,0,37.37373208,-77.58680140000001
US,3/22/20 23:45,8,0,0,37.53460572,-77.39326555
US,3/22/20 23:45,6,0,0,37.937575,-76.72920628
US,3/22/20 23:45,5,0,0,38.814003,-77.08183073
US,3/22/20 23:45,5,0,0,38.41758738,-77.45917053
US,3/22/20 23:45,5,1,0,37.24374789,-76.54412815
US,3/22/20 23:45,5,1,0,37.28131268,-76.70905141
US,3/22/20 23:45,4,0,0,38.03527919,-78.48569588
US,3/22/20 23:45,3,0,0,36.89934014,-76.26420872
US,3/22/20 23:45,2,0,0,38.18574462,-77.655399
US,3/22/20 23:45,2,0,0,37.71714806,-77.90381514
US,3/22/20 23:45,2,0,0,38.02080697,-78.55481085
US,3/22/20 23:45,2,0,0,37.40809042,-76.53524337
US,3/22/20 23:45,2,1,0,37.08166899,-76.51754109
US,3/22/20 23:45,2,0,0,36.70586667,-83.12606515
US,3/22/20 23:45,2,0,0,38.51006137,-78.87260325
US,3/22/20 23:45,2,0,0,38.48199985,-77.95630870000002
US,3/22/20 23:45,1,0,0,37.7583355,-77.49464673
US,3/22/20 23:45,1,0,0,37.22554789,-78.43597949
US,3/22/20 23:45,1,0,0,38.43542574,-78.87536254
US,3/22/20 23:45,1,0,0,37.35358063,-77.05634116
US,3/22/20 23:45,1,0,0,37.55531756,-79.80982182
US,3/22/20 23:45,1,0,0,36.70155394,-76.63603554
US,3/22/20 23:45,1,0,0,37.76707161,-75.63234615
US,3/22/20 23:45,1,0,0,36.67882005,-78.36131056
US,3/22/20 23:45,1,0,0,37.81204314,-79.44605905
US,3/22/20 23:45,1,0,0,36.90579348,-76.70842863
US,3/22/20 23:45,1,0,0,36.99536167,-79.88023649
US,3/22/20 23:45,1,0,0,36.58022376,-79.40395668
US,3/22/20 23:45,1,0,0,37.3080028,-79.5281964
US,3/22/20 23:45,1,0,0,37.60308293,-79.14548696
US,3/22/20 23:45,1,0,0,37.84157909,-78.27715475
US,3/22/20 23:45,1,0,0,37.97850256,-77.96274807
US,3/22/20 23:45,20,0,0,32.2656285,-90.44435448
US,3/22/20 23:45,18,0,0,34.87625235,-89.99091418
US,3/22/20 23:45,15,0,0,30.51359752,-89.12467576
US,3/22/20 23:45,11,0,0,31.18961454,-89.25832496
US,3/22/20 23:45,10,0,0,30.77090935,-89.58677275
US,3/22/20 23:45,9,0,0,32.63389156,-90.03513564
US,3/22/20 23:45,8,0,0,33.55545125,-90.29900733
US,3/22/20 23:45,7,0,0,34.22772299,-90.60415045
US,3/22/20 23:45,7,0,0,34.76872156,-88.90988194
US,3/22/20 23:45,7,0,0,32.26469147,-89.94537876
US,3/22/20 23:45,6,0,0,33.12345854,-90.08923538
US,3/22/20 23:45,6,0,0,34.291877500000005,-88.68149954
US,3/22/20 23:45,5,0,0,30.54020656,-88.64184064
US,3/22/20 23:45,5,0,0,34.35687874,-89.48490961
US,3/22/20 23:45,4,0,0,31.86977774,-90.44565118
US,3/22/20 23:45,4,1,0,30.41830223,-89.48851033
US,3/22/20 23:45,4,0,0,31.53288662,-90.45391915
US,3/22/20 23:45,4,0,0,33.47386518,-88.44191529999998
US,3/22/20 23:45,3,0,0,33.79696941,-90.87372121
US,3/22/20 23:45,3,0,0,31.16078225,-91.31018819
US,3/22/20 23:45,3,0,0,31.47786634,-90.89672989
US,3/22/20 23:45,3,0,0,34.76216286,-89.50299462
US,3/22/20 23:45,3,0,0,31.17507789,-90.40392572
US,3/22/20 23:45,3,0,0,34.27993475,-88.3606733
US,3/22/20 23:45,3,0,0,33.28392041,-90.94196237
US,3/22/20 23:45,2,0,0,33.89236763,-88.4808438
US,3/22/20 23:45,2,0,0,31.14971548,-90.10446654
US,3/22/20 23:45,2,0,0,33.08747908,-89.03391385
US,3/22/20 23:45,2,0,0,31.55147224,-90.10841127
US,3/22/20 23:45,2,0,0,33.77036166,-89.80245083
US,3/22/20 23:45,2,0,0,34.36398677,-89.95064249
US,3/22/20 23:45,2,0,0,34.64967704,-90.37481167
US,3/22/20 23:45,2,0,0,33.42491685,-88.87905132
US,3/22/20 23:45,2,0,0,33.60192578,-90.58882684
US,3/22/20 23:45,1,0,0,31.17161885,-88.99281835
US,3/22/20 23:45,1,0,0,31.62257767,-89.16896899999998
US,3/22/20 23:45,1,0,0,32.01744532,-89.50644846
US,3/22/20 23:45,1,0,0,32.77890365,-90.39656148
US,3/22/20 23:45,1,0,0,33.12825718,-90.52252707
US,3/22/20 23:45,1,0,0,33.61300486,-89.28392912
US,3/22/20 23:45,1,0,0,31.47669768,-91.35326037
US,3/22/20 23:45,1,0,0,33.65358105,-88.77784255
US,3/22/20 23:45,1,0,0,30.86259065,-88.64436789
US,3/22/20 23:45,1,0,0,33.08658803,-89.57838564
US,3/22/20 23:45,1,0,0,32.7536828,-89.52402044
US,3/22/20 23:45,1,0,0,31.91282117,-89.91716179
US,3/22/20 23:45,1,0,0,34.49162015,-89.00776006
US,3/22/20 23:45,1,0,0,33.91983202,-88.9481545
US,3/22/20 23:45,1,0,0,33.49419589,-89.61729103
US,3/22/20 23:45,1,0,0,34.226046000000004,-89.03636807
US,3/22/20 23:45,1,0,0,32.406704100000006,-89.53789439
US,3/22/20 23:45,1,0,0,34.65133709,-89.94485778
US,3/22/20 23:45,82,3,0,39.78163624,-86.13826325
US,3/22/20 23:45,18,0,0,40.07306535,-86.05244729
US,3/22/20 23:45,12,1,0,39.48994426,-86.10149107
US,3/22/20 23:45,10,0,0,41.41874274,-87.38277575
US,3/22/20 23:45,8,0,0,39.76719009,-86.51037283
US,3/22/20 23:45,8,0,0,41.61756781,-86.29040834
US,3/22/20 23:45,6,0,0,40.48527731,-86.11351892
US,3/22/20 23:45,5,0,0,39.20744865,-85.89558181
US,3/22/20 23:45,4,0,0,39.4142482,-85.06062647
US,3/22/20 23:45,4,0,0,38.48015445,-85.70510334
US,3/22/20 23:45,4,0,0,41.09194313,-85.06800636
US,3/22/20 23:45,4,0,0,41.59761169,-85.85875695
US,3/22/20 23:45,3,0,0,40.0509304,-86.46841646
US,3/22/20 23:45,3,0,0,38.32117957,-85.90385377
US,3/22/20 23:45,2,0,0,41.54366008,-86.74072188
US,3/22/20 23:45,2,0,0,40.38872739,-86.89413959
US,3/22/20 23:45,2,0,0,40.16143691,-85.71964711
US,3/22/20 23:45,2,0,0,39.42944561,-87.39169027
US,3/22/20 23:45,2,0,0,40.51587228,-85.65468702
US,3/22/20 23:45,2,1,0,40.22787247,-85.39732772
US,3/22/20 23:45,2,0,0,39.82304555,-85.77566351
US,3/22/20 23:45,1,0,0,41.39672484,-85.41966713
US,3/22/20 23:45,1,0,0,40.7457653,-84.93671406
US,3/22/20 23:45,1,0,0,40.72934187,-85.22132966
US,3/22/20 23:45,1,0,0,39.63684962,-85.17797541
US,3/22/20 23:45,1,0,0,38.99588883,-85.62710784
US,3/22/20 23:45,1,0,0,39.8633444,-85.01044989
US,3/22/20 23:45,1,0,0,39.31145587,-86.83900724
US,3/22/20 23:45,1,0,0,38.02658833,-87.58763124
US,3/22/20 23:45,1,0,0,39.52305623,-85.79158570000001
US,3/22/20 23:45,1,1,0,38.68672078,-85.74627859
US,3/22/20 23:45,1,0,0,39.03630547,-86.96223202
US,3/22/20 23:45,1,0,0,39.16130004,-86.52414358
US,3/22/20 23:45,1,0,0,40.76940965,-86.04525048
US,3/22/20 23:45,1,0,0,40.31123252,-86.05234925
US,3/22/20 23:45,1,0,0,39.66437981,-86.84517605
US,3/22/20 23:45,1,0,0,39.47899078,-86.44573375
US,3/22/20 23:45,1,0,0,39.10235626,-85.26212744
US,3/22/20 23:45,1,0,0,38.60219804,-86.1049363
US,3/22/20 23:45,1,0,0,38.36597551,-86.87924170000002
US,3/22/20 23:45,44,0,0,34.33988254,-80.58763164
US,3/22/20 23:45,29,0,0,34.01791263,-80.90267209
US,3/22/20 23:45,19,0,0,34.89502264,-82.37295012
US,3/22/20 23:45,14,0,0,32.39226291,-80.72619758
US,3/22/20 23:45,13,0,0,32.82487866,-79.96512315
US,3/22/20 23:45,12,1,0,33.89665987,-81.27146426
US,3/22/20 23:45,11,0,0,33.9212828,-78.99555293
US,3/22/20 23:45,10,0,0,34.51828081,-82.63959517
